ILOC_CODE_2016,M_Ind_15_19_PD_GD_GCL,M_Ind_15_19_BDL,M_Ind_15_19_ADip_DipL,M_Ind_15_19_Ct_III_IV,M_Ind_15_19_Ct_I_II,M_Ind_15_19_CL_nfd,M_Ind_15_19_LoE_NS,M_Ind_15_19_Tot,M_Ind_20_24_PD_GD_GCL,M_Ind_20_24_BDL,M_Ind_20_24_ADip_DipL,M_Ind_20_24_Ct_III_IV,M_Ind_20_24_Ct_I_II,M_Ind_20_24_CL_nfd,M_Ind_20_24_LoE_NS,M_Ind_20_24_Tot,M_Ind_25_34_PD_GD_GCL,M_Ind_25_34_BDL,M_Ind_25_34_ADip_DipL,M_Ind_25_34_Ct_III_IV,M_Ind_25_34_Ct_I_II,M_Ind_25_34_CL_nfd,M_Ind_25_34_LoE_NS,M_Ind_25_34_Tot,M_Ind_35_44_PD_GD_GCL,M_Ind_35_44_BDL,M_Ind_35_44_ADip_DipL,M_Ind_35_44_Ct_III_IV,M_Ind_35_44_Ct_I_II,M_Ind_35_44_CL_nfd,M_Ind_35_44_LoE_NS,M_Ind_35_44_Tot,M_Ind_45_54_PD_GD_GCL,M_Ind_45_54_BDL,M_Ind_45_54_ADip_DipL,M_Ind_45_54_Ct_III_IV,M_Ind_45_54_Ct_I_II,M_Ind_45_54_CL_nfd,M_Ind_45_54_LoE_NS,M_Ind_45_54_Tot,M_Ind_55_64_PD_GD_GCL,M_Ind_55_64_BDL,M_Ind_55_64_ADip_DipL,M_Ind_55_64_Ct_III_IV,M_Ind_55_64_Ct_I_II,M_Ind_55_64_CL_nfd,M_Ind_55_64_LoE_NS,M_Ind_55_64_Tot,M_Ind_65ov_PtgdDe_GdDp_GdCt,M_Ind_65ov_BDL,M_Ind_65ov_ADip_DipL,M_Ind_65ov_Ct_III_IV,M_Ind_65ov_Ct_I_II,M_Ind_65ov_CL_nfd,M_Ind_65ov_LoE_NS,M_Ind_65ov_Tot,M_Ind_Tot_PD_GD_GCL,M_Ind_Tot_BDL,M_Ind_Tot_ADip_DipL,M_Ind_Tot_Ct_III_IV,M_Ind_Tot_Ct_I_II,M_Ind_tot_CL_nfd,M_Ind_Tot_LoE_NS,M_Ind_Tot_Tot,M_NonI_15_19_PD_GD_GCL,M_NonI_15_19_BDL,M_NonI_15_19_ADip_DipL,M_NonI_15_19_Ct_III_IV,M_NonI_15_19_Ct_I_II,M_NonI_15_19_CL_nfd,M_NonI_15_19_LoE_NS,M_NonI_15_19_Tot,M_NonI_20_24_PD_GD_GCL,M_NonI_20_24_BDL,M_NonI_20_24_ADip_DipL,M_NonI_20_24_Ct_III_IV,M_NonI_20_24_Ct_I_II,M_NonI_20_24_CL_nfd,M_NonI_20_24_LoE_NS,M_NonI_20_24_Tot,M_NonI_25_34_PD_GD_GCL,M_NonI_25_34_BDL,M_NonI_25_34_ADip_DipL,M_NonI_25_34_Ct_III_IV,M_NonI_25_34_Ct_I_II,M_NonI_25_34_CL_nfd,M_NonI_25_34_LoE_NS,M_NonI_25_34_Tot,M_NonI_35_44_PD_GD_GCL,M_NonI_35_44_BDL,M_NonI_35_44_ADip_DipL,M_NonI_35_44_Ct_III_IV,M_NonI_35_44_Ct_I_II,M_NonI_35_44_CL_nfd,M_NonI_35_44_LoE_NS,M_NonI_35_44_Tot,M_NonI_45_54_PD_GD_GCL,M_NonI_45_54_BDL,M_NonI_45_54_ADip_DipL,M_NonI_45_54_Ct_III_IV,M_NonI_45_54_Ct_I_II,M_NonI_45_54_CL_nfd,M_NonI_45_54_LoE_NS,M_NonI_45_54_Tot,M_NonI_55_64_PD_GD_GCL,M_NonI_55_64_BDL,M_NonI_55_64_ADip_DipL,M_NonI_55_64_Ct_III_IV,M_NonI_55_64_Ct_I_II,M_NonI_55_64_CL_nfd,M_NonI_55_64_LoE_NS,M_NonI_55_64_Tot,M_NonI_65ov_PtgdDe_GdDp_GdCt,M_NonI_65ov_BDL,M_NonI_65ov_ADip_DipL,M_NonI_65ov_Ct_III_IV,M_NonI_65ov_Ct_I_II,M_NonI_65ov_CL_nfd,M_NonI_65ov_LoE_NS,M_NonI_65ov_Tot,M_NonI_TotPdDe_GdDp_GdCt,M_NonI_Tot_BDL,M_NonI_Tot_ADip_DipL,M_NonI_Tot_Ct_III_IV,M_NonI_Tot_Ct_I_II,M_NonI_Tot_CL_nfd,M_NonI_Tot_LoE_NS,M_NonI_Tot_Tot,M_IS_NS_15_19_PD_GD_GCLL,M_IS_NS_15_19_BDL,M_IS_NS_15_19_ADip_DipL,M_IS_NS_15_19_Ct_III_IV_L,M_IS_NS_15_19_Ct_I_II,M_IS_NS_15_19_CL_nfd,M_IS_NS_15_19_LoE_NS,M_IS_NS_15_19_Tot,M_IS_NS_20_24_PD_GD_GCLL,M_IS_NS_20_24_BDL,M_IS_NS_20_24_AdDip_and_DipL,M_IS_NS_20_24_Ct_III_IV_L,M_IS_NS_20_24_Ct_I_II,M_IS_NS_20_24_CL_nfd,M_IS_NS_20_24_LoE_NS,M_IS_NS_20_24_Tot,M_IS_NS_25_34_PD_GD_GCLL,M_IS_NS_25_34_BDL,M_IS_NS_25_34_AdDip_and_DipL,M_IS_NS_25_34_Ct_III_IV_L,M_IS_NS_25_34_Ct_I_II_L,M_IS_NS_25_34_CL_nfd,M_IS_NS_25_34_LoE_NS,M_IS_NS_25_34_Tot,M_IS_NS_35_44_PD_GD_GCLL,M_IS_NS_35_44_BDL,M_IS_NS_35_44_ADip_DipL,M_IS_NS_35_44_Ct_III_IV_L,M_IS_NS_35_44_Ct_I_II_L,M_IS_NS_35_44_CL_nfd,M_IS_NS_35_44_LoE_NS,M_IS_NS_35_44_Tot,M_IS_NS_45_54_PdDe_GdDp_GdC,M_IS_NS_45_54_BDL,M_IS_NS_45_54_ADip_DipL,M_IS_NS_45_54_Ct_III_IV_L,M_IS_NS_45_54_Ct_I_II_L,M_IS_NS_45_54_CL_nfd,M_IS_NS_45_54_LoE_NS,M_IS_NS_45_54_Tot,M_IS_NS_55_64_PD_GD_GCL,M_IS_NS_55_64_BDL,M_IS_NS_55_64_ADip_DipL,M_IS_NS_55_64_Ct_III_IV_L,M_IS_NS_55_64_Ct_I_II_L,M_IS_NS_55_64_CL_nfd,M_IS_NS_55_64_LoE_NS,M_IS_NS_55_64_Tot,M_IS_NS_65ov_PD_GD_GCL,M_IS_NS_65ov_BDL,M_IS_NS_65ov_ADip_DipL,M_IS_NS_65ov_Ct_III_IV_L,M_IS_NS_65ov_Ct_I_II,M_IS_NS_65ov_CL_nfd,M_IS_NS_65ov_LoE_NS,M_IS_NS_65ov_Tot,M_IS_NS_TotPdDe_GdDp_GdCt,M_IS_NS_Tot_BDL,M_IS_NS_Tot_ADip_DipL,M_IS_NS_Tot_Ct_III_IV_L,M_IS_NS_Tot_Ct_I_II,M_IS_NS_Tot_CL_nfd,M_IS_NS_Tot_LoE_NS,M_IS_NS_Tot_Tot,M_T_15_19_PD_GD_GCL,M_T_15_19_BDL,M_T_15_19_ADip_DipL,M_T_15_19_Ct_III_IV,M_T_15_19_Ct_I_II,M_T_15_19_CL_nfd,M_T_15_19_LoE_NS,M_T_15_19_Tot
ILOC30400201,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,20,0,0,0,27,0,3,7,13,0,0,5,34,0,4,3,25,3,0,0,36,0,3,7,19,0,0,9,35,0,0,0,36,0,0,10,60,0,15,26,126,10,5,27,201,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,10,10,0,0,0,0,0,0,14,14,0,0,0,0,0,0,9,6,0,0,0,0,0,0,14,14,0,0,0,0,0,0,4,8,0,0,0,0,0,0,67,67,0,0,0,0,0,0,4,4
ILOC30400202,0,0,0,0,0,0,0,3,0,0,0,4,3,0,5,9,0,0,0,4,0,0,0,15,0,0,0,3,3,3,0,13,0,0,0,6,0,0,4,15,0,0,0,3,0,0,3,6,0,0,0,0,0,0,3,3,0,3,4,24,15,6,21,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,11,5,6,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3
ILOC30400203,0,0,0,0,0,0,22,18,0,0,0,3,0,0,4,10,0,0,0,9,3,0,20,31,0,0,0,15,0,0,9,29,0,0,0,14,3,0,8,25,0,0,0,0,0,0,10,12,0,0,0,0,0,0,4,7,0,0,0,35,9,4,89,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,8,0,0,0,19,0,5,4,0,0,0,0,8,0,0,0,3,0,0,0,10,3,0,3,0,0,0,0,9,0,0,0,4,0,0,0,8,5,14,7,17,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,4,0,0,22,20
ILOC30400204,0,0,0,0,0,0,9,10,0,0,0,0,0,0,4,6,0,0,0,13,0,0,11,19,0,0,0,7,0,0,5,14,0,0,0,0,0,0,12,10,0,0,0,3,0,0,3,8,0,0,0,0,0,0,5,9,0,3,0,21,0,3,43,73,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,0,3,5,10,0,0,0,23,3,6,0,10,0,0,4,26,4,0,0,4,0,0,0,15,0,3,3,12,0,0,3,25,0,3,3,6,0,0,0,13,12,14,15,49,0,3,9,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,8,8,0,0,0,0,0,0,26,26,0,0,0,3,0,0,7,7
ILOC30400301,0,0,0,0,0,0,3,3,0,0,0,4,0,0,4,5,0,0,0,20,0,0,0,19,0,0,0,10,0,0,8,20,0,0,3,10,0,0,5,18,0,0,4,5,0,0,8,10,0,0,0,0,0,0,6,7,0,3,3,42,4,0,29,80,0,0,0,4,0,0,7,14,0,8,3,25,7,3,3,52,14,47,8,112,3,3,8,196,8,23,15,93,0,10,7,148,7,13,12,79,0,0,8,128,4,10,15,60,0,3,13,102,3,3,10,29,0,0,14,57,33,104,61,402,10,19,54,685,0,0,0,0,0,0,12,12,0,0,0,0,0,0,8,8,0,0,0,0,0,0,51,56,0,0,0,0,0,0,47,55,0,0,0,0,0,0,36,36,0,0,0,0,0,0,37,37,0,0,0,0,0,0,34,34,0,3,0,4,0,0,227,231,0,0,0,4,0,0,16,20
ILOC30400401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
ILOC30400402,0,0,0,6,6,0,14,24,0,0,0,26,3,0,6,41,0,0,0,50,3,3,18,78,3,6,5,41,3,7,13,73,3,4,7,35,0,3,7,64,0,0,3,15,3,0,5,27,0,0,0,3,0,0,8,13,6,7,17,181,16,15,80,324,0,0,0,14,19,0,23,58,0,33,14,183,6,7,11,259,48,196,62,632,20,14,23,987,45,110,66,487,7,14,22,751,32,50,73,461,3,6,36,661,16,36,41,322,0,6,30,453,8,18,23,147,0,11,51,254,148,444,276,2246,60,58,190,3417,0,0,0,0,0,0,59,56,0,0,0,0,0,0,85,81,0,0,0,0,0,0,231,233,0,0,3,0,0,0,124,128,0,0,0,3,0,0,165,170,0,0,0,0,0,0,120,120,0,0,0,0,0,0,64,64,0,0,3,6,0,0,845,858,0,0,0,20,22,0,90,135
ILOC30500101,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,0,0,3,5,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,3,5,29,0,0,0,10,3,3,8,24,0,13,0,69,7,0,6,93,9,37,14,167,3,3,10,240,12,23,23,160,3,13,17,240,3,19,32,130,5,13,13,223,4,19,12,122,3,17,29,209,0,6,7,78,3,11,49,163,28,104,99,735,29,57,129,1193,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,65,71,0,0,0,0,0,0,51,48,0,0,0,0,0,0,41,42,0,0,0,0,0,0,42,45,0,0,0,3,0,0,40,42,0,0,0,6,0,0,257,273,0,0,0,12,3,3,16,38
ILOC30500102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,14,0,0,3,18,0,3,0,24,0,3,3,31,0,9,4,18,0,4,4,35,0,7,6,13,0,4,0,27,0,4,5,17,0,0,4,31,0,0,0,11,0,0,9,26,0,22,18,90,3,13,29,171,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,10,0,0,0,0,0,0,39,37,0,0,0,3,0,0,3,4
ILOC30500103,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,6,0,0,3,15,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,14,0,0,17,34,0,0,0,12,4,3,5,21,0,3,0,74,7,3,10,93,12,43,15,175,7,3,12,264,16,48,28,123,3,3,24,244,12,28,34,102,3,3,15,197,7,14,19,87,0,3,14,142,3,4,10,62,0,0,18,102,47,140,101,637,20,21,99,1065,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,26,26,0,0,0,0,0,0,40,40,0,0,0,5,0,0,26,31,0,0,0,0,0,0,25,25,0,0,0,0,0,0,22,19,0,0,0,8,0,0,152,158,0,0,0,12,4,3,14,32
ILOC30500201,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,21,0,0,0,3,3,0,0,11,0,5,0,26,5,0,3,44,7,16,8,41,3,0,4,80,9,22,8,36,0,0,3,76,4,5,13,46,0,10,10,83,3,10,14,42,0,7,11,82,0,4,6,38,0,4,28,75,23,56,45,240,10,19,54,442,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,14,14,0,0,0,0,0,0,8,8,0,0,0,0,0,0,13,14,0,0,0,3,0,0,10,10,0,0,0,0,0,0,26,24,0,0,0,3,0,0,79,87,0,0,0,3,3,0,6,13
ILOC30500202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,5,0,0,3,13,0,0,0,3,0,0,3,11,0,0,3,15,0,0,0,22,3,3,3,37,0,0,3,50,3,3,5,24,3,5,3,51,3,3,13,18,0,0,6,41,3,0,11,23,0,4,9,55,0,4,4,29,0,3,20,56,10,20,35,143,9,16,45,281,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,29,31,0,0,0,3,0,0,6,14
ILOC30500203,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,11,3,0,6,28,0,0,0,11,9,3,4,20,0,6,0,31,3,0,3,43,4,21,11,69,4,3,3,114,3,28,26,53,0,0,6,119,8,9,27,44,0,7,12,111,9,11,20,63,3,6,19,131,5,3,14,36,0,0,42,109,28,80,99,312,26,15,90,643,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,12,0,0,0,0,0,0,14,14,0,0,0,0,0,0,16,16,0,0,0,0,0,0,19,19,0,0,0,0,0,0,24,25,0,0,0,0,0,0,28,27,0,0,0,3,0,0,124,128,0,0,0,11,9,3,16,30
ILOC30500301,0,0,0,13,4,4,9,28,0,0,0,25,9,3,4,44,0,7,0,31,10,0,15,56,0,0,9,26,0,0,9,46,0,0,8,29,0,3,5,42,0,0,8,8,0,0,3,26,0,0,3,11,0,0,3,23,3,11,25,135,23,12,56,263,0,3,5,88,64,10,38,210,3,54,22,358,42,20,43,539,47,248,108,876,57,52,79,1475,82,210,144,715,40,36,79,1300,68,180,178,782,21,36,108,1379,62,123,164,852,13,39,123,1373,66,139,198,1181,8,98,554,2239,333,960,813,4853,251,286,1024,8517,0,0,0,0,0,0,80,80,0,0,0,3,0,0,104,105,0,0,0,3,0,0,195,199,0,0,0,0,0,0,146,151,0,0,0,4,0,0,189,198,0,0,0,7,0,0,182,194,0,0,0,14,0,5,306,328,0,8,4,29,0,5,1204,1252,0,3,5,103,64,13,128,315
ILOC30500302,0,0,0,4,0,0,7,13,0,0,0,9,0,0,0,13,0,0,0,19,3,0,3,27,0,7,0,19,0,0,0,29,4,0,0,16,0,0,3,29,0,5,6,18,0,0,3,33,0,3,0,10,0,0,7,10,5,14,10,91,9,4,20,155,0,0,0,78,29,10,64,190,3,30,14,215,33,7,28,338,38,143,45,556,32,26,59,903,62,213,153,760,32,33,71,1317,94,193,209,930,21,55,134,1640,113,196,248,1182,21,57,161,1983,103,172,283,1479,17,100,448,2610,410,951,953,5213,188,289,973,8977,0,0,0,0,0,0,78,84,0,0,0,0,0,0,64,64,0,0,0,3,0,0,106,113,0,0,0,7,0,0,157,166,0,0,0,8,0,0,223,233,3,0,0,7,0,0,259,265,0,0,3,10,0,0,358,374,3,3,8,47,0,0,1239,1299,0,3,4,84,32,10,146,281
ILOC30500401,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,11,0,0,3,15,0,0,0,9,0,0,3,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,0,6,34,0,0,0,0,0,0,4,4,3,8,0,40,3,4,5,65,6,40,8,175,5,4,10,258,7,35,15,155,3,11,14,239,6,13,19,106,3,5,8,165,0,3,7,61,0,0,12,82,0,0,4,16,0,0,5,25,25,101,55,552,17,29,67,842,0,0,0,0,0,0,12,12,0,0,0,0,0,0,21,21,0,0,0,0,0,0,80,80,0,0,0,0,0,0,52,60,0,0,0,0,0,0,45,49,0,0,0,0,0,0,25,28,0,0,0,0,0,0,7,7,0,0,0,0,0,0,247,247,0,0,0,0,0,0,13,20
ILOC30500402,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,4,0,4,3,11,0,0,0,5,0,0,3,17,0,0,0,9,0,0,4,15,0,0,0,4,0,0,0,4,0,0,0,3,0,0,4,12,0,0,5,25,0,5,12,50,0,0,0,11,3,3,17,34,0,7,5,70,5,0,7,94,8,41,17,268,3,8,7,355,9,44,46,210,8,15,18,354,9,25,46,197,14,15,26,325,9,13,32,179,3,18,27,279,0,9,25,126,0,10,53,221,29,149,171,1062,40,61,166,1674,0,0,0,0,0,0,33,33,0,0,0,0,0,0,37,35,0,0,0,4,0,0,120,123,0,0,0,0,0,0,128,127,0,0,0,3,0,0,136,144,0,0,0,4,0,0,97,99,0,0,0,0,0,0,84,84,0,0,0,9,0,0,633,648,0,0,0,13,3,3,53,70
ILOC30500403,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,12,0,0,0,13,0,0,0,20,0,0,0,8,0,0,0,11,0,3,0,3,0,0,0,12,0,0,0,5,0,0,4,8,0,0,0,0,0,0,0,0,3,3,6,48,0,0,3,65,0,0,0,12,11,0,39,68,0,8,5,133,15,5,17,187,29,119,42,444,11,13,17,681,32,80,80,400,11,18,33,650,30,71,63,321,0,10,22,529,16,41,40,210,9,4,19,340,4,10,17,74,0,13,22,136,108,321,250,1594,59,60,181,2582,0,0,0,0,0,0,52,52,0,0,0,0,0,0,47,47,0,0,0,7,0,0,137,145,0,0,0,0,0,0,144,149,0,0,0,3,0,0,140,144,0,0,0,0,0,0,73,73,0,0,0,0,0,0,30,35,0,0,0,17,0,0,628,639,0,0,0,12,11,0,89,113
ILOC30500404,0,0,0,0,0,0,8,8,0,0,0,0,0,0,21,24,0,0,0,3,3,0,6,17,3,0,0,6,7,0,13,23,0,0,0,7,0,0,7,13,0,3,3,3,0,0,7,11,0,0,0,0,0,0,0,3,3,3,4,20,7,0,66,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,3,0,0,13,16
ILOC30500501,0,0,0,0,0,0,10,16,0,0,0,11,3,0,39,52,0,0,0,11,0,0,50,69,0,5,3,27,3,0,50,87,0,0,3,15,0,4,11,35,0,0,5,13,0,0,15,29,0,0,0,10,0,0,6,21,0,4,17,99,4,3,177,305,0,0,0,41,39,5,59,141,3,11,8,161,28,4,84,297,7,46,52,435,20,17,171,750,38,115,111,592,18,41,169,1088,48,77,181,766,27,43,163,1303,52,121,187,973,13,69,163,1573,61,135,193,1181,16,89,366,2041,209,511,737,4153,144,265,1169,7194,0,0,0,0,0,0,51,52,0,0,0,3,0,0,37,47,0,0,0,3,0,0,100,108,0,0,3,3,0,0,118,122,0,0,0,0,0,0,167,172,0,0,0,16,0,0,232,253,0,0,0,14,0,0,299,312,0,5,4,45,0,0,1013,1069,0,0,0,49,39,5,115,205
ILOC30500502,0,0,0,3,3,0,4,12,0,0,7,18,3,0,3,32,0,4,4,21,0,9,6,44,0,4,10,31,3,0,3,54,3,3,4,12,0,0,10,29,0,3,7,10,0,3,5,30,0,0,3,4,0,0,7,18,7,10,29,105,11,9,37,219,0,0,0,74,40,5,54,180,3,31,25,215,42,14,23,359,43,215,111,598,30,36,56,1089,90,201,187,649,26,34,78,1270,78,195,204,796,14,45,95,1418,107,181,296,912,11,51,129,1689,99,270,380,1742,30,127,608,3258,421,1085,1202,4995,201,318,1053,9272,0,0,0,3,0,0,71,74,0,0,0,0,0,0,70,73,0,0,0,3,0,0,134,141,0,0,3,4,0,0,165,172,0,0,0,4,0,0,168,176,0,3,3,3,0,0,223,230,0,0,5,14,0,3,393,414,0,0,6,39,0,4,1223,1274,0,0,0,81,44,9,131,264
ILOC30500503,0,0,0,0,0,0,9,9,0,0,0,8,4,0,0,19,0,0,0,11,4,0,3,17,0,4,0,10,0,0,3,21,0,0,3,8,0,0,9,24,3,0,0,5,0,3,3,15,0,0,0,3,0,0,4,12,3,6,3,58,5,10,30,110,0,0,0,33,26,0,32,88,0,11,8,151,19,5,24,219,6,38,40,321,32,17,39,496,23,61,63,339,13,22,48,576,29,64,75,339,13,16,54,587,35,75,105,431,7,23,70,741,27,83,141,632,5,33,254,1175,129,333,429,2241,119,125,520,3892,0,0,0,0,0,0,26,26,0,0,0,0,0,0,41,37,0,0,0,0,0,0,57,63,0,0,0,3,0,0,105,104,0,0,5,0,0,0,65,70,0,0,0,0,0,0,80,84,0,0,0,13,0,6,157,172,4,0,6,19,0,5,537,569,0,0,0,35,26,3,64,130
ILOC30500601,0,0,0,3,5,0,7,18,0,0,0,24,6,0,6,37,0,5,0,44,4,0,3,53,3,4,4,39,0,0,7,54,0,4,3,17,0,0,3,31,0,0,3,4,0,0,0,10,0,0,0,3,0,0,0,3,5,8,12,139,11,4,33,212,0,0,0,58,30,4,24,114,6,57,17,413,23,17,18,557,71,289,108,1108,38,23,80,1720,106,281,176,955,14,37,82,1656,84,182,228,875,20,35,85,1504,67,115,125,639,8,28,85,1064,12,56,69,432,5,28,110,722,353,983,726,4467,151,176,482,7338,0,0,0,0,0,0,79,76,0,0,0,3,0,0,81,83,0,0,3,6,0,0,187,191,0,0,0,0,0,0,175,175,0,0,0,9,0,0,201,209,0,0,0,4,0,0,146,153,0,0,0,4,0,0,77,83,0,3,3,24,0,3,940,974,0,0,0,58,36,9,107,209
ILOC30500602,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,7,0,0,0,7,0,0,0,9,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,22,0,0,4,34,0,0,0,3,5,0,16,32,0,0,0,21,9,0,11,39,0,15,10,68,3,3,11,110,8,10,26,136,9,3,18,203,3,19,27,207,8,11,17,289,6,26,44,226,9,10,37,354,12,17,35,184,7,11,60,330,29,87,137,850,40,41,168,1355,0,0,0,0,0,0,11,11,0,0,0,0,0,0,9,9,0,0,0,0,0,0,15,11,0,0,0,0,0,0,31,36,0,0,0,0,0,0,60,60,0,0,0,0,0,0,41,41,0,0,0,4,0,0,42,44,0,0,0,6,0,0,209,218,0,0,0,8,5,0,31,47
ILOC30500603,0,0,0,3,0,0,10,14,0,0,0,7,0,0,0,10,0,0,0,14,0,0,0,18,0,0,3,18,0,0,0,26,0,0,3,17,0,0,0,18,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,4,6,68,3,0,11,96,0,0,0,28,18,9,33,88,0,12,8,193,13,6,12,249,13,76,52,619,11,19,51,836,40,106,125,717,15,32,44,1082,61,103,152,704,15,25,59,1122,22,67,111,522,3,23,59,811,10,39,49,316,0,17,85,525,153,414,501,3103,69,127,340,4704,0,0,0,0,0,0,31,31,0,0,0,4,0,0,42,40,0,0,0,4,0,0,99,106,0,0,0,7,0,0,126,132,0,0,0,6,0,0,144,153,0,0,0,8,0,0,104,109,0,0,0,3,0,0,69,68,0,0,3,27,0,0,605,642,0,0,0,35,21,9,77,138
