ILOC_CODE_2016,HH_IN_P_1_f_hh_C_f_n_c_N_u_1,HH_IN_P_1_f_hh_C_f_n_c_N_u_2,HH_IN_P_1_f_hh_C_f_n_c_N_u_3,HH_IN_P_1_f_hh_C_f_n_c_N_u_4,HH_IN_P_1_f_hh_C_f_n_c_N_u_5,HH_IN_P_1_f_h_C_f_n_c_N_u_6ov,HH_IN_P_1_f_hh_C_f_no_ch_Tot,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_1,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_2,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_3,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_4,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_5,HH_I_P_1_f_h_C_f_ch_Nu_ur_6ov,HH_IN_PE_1_fa_hh_Co_fa_ch_Tot,HH_IN_P_1_f_h_1_pa_f_Nu_ur_1,HH_IN_P_1_f_h_1_pa_f_Nu_ur_2,HH_IN_P_1_f_h_1_pa_f_Nu_ur_3,HH_IN_P_1_f_h_1_pa_f_Nu_ur_4,HH_IN_P_1_f_h_1_pa_f_Nu_ur_5,HH_IN_P_1_f_h_1_pa_f_N_ur_6ov,HH_IN_P_1_f_h_1_pa_f_Tot,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_1,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_2,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_3,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_4,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_5,HH_IN_P_1_fa_hh_Ot_f_N_ur_6ov,HH_IN_PE_1_fa_hh_Other_fa_Tot,HH_IN_PE_1_fa_hh_Tot_Nu_ur_1,HH_IN_PE_1_fa_hh_Tot_Nu_ur_2,HH_IN_PE_1_fa_hh_Tot_Nu_ur_3,HH_IN_PE_1_fa_hh_Tot_Nu_ur_4,HH_IN_PE_1_fa_hh_Tot_Nu_ur_5,HH_IN_PE_1_fa_hh_Tot_N_ur_6ov,HH_IN_PE_1_fa_hh_Tot_Tot,HHD_IN_PE_Mu_fa_hhd_Nu_ur_1,HHD_IN_PE_Mu_fa_hhd_Nu_ur_2,HHD_IN_PE_Mu_fa_hhd_Nu_ur_3,HHD_IN_PE_Mu_fa_hhd_Nu_ur_4,HHD_IN_PE_Mu_fa_hhd_Nu_ur_5,HHD_IN_PE_Mu_fa_hhd_N_ur_6ov,HHD_IN_PE_Mu_fa_hhd_Tot,HHD_IN_PE_TotFa_hhd_Nu_ur_1,HHD_IN_PE_TotFa_hhd_Nu_ur_2,HHD_IN_PE_TotFa_hhd_Nu_ur_3,HHD_IN_PE_TotFa_hhd_Nu_ur_4,HHD_IN_PE_TotFa_hhd_Nu_ur_5,HHD_IN_PE_TotFa_hhd_N_ur_6ov,HHD_IN_PE_TotFa_hhd_Tot,HHD_IN_PE_Lo_per_hhd_Nu_ur_1,HHD_IN_PE_Lo_per_hhd_Nu_ur_2,HHD_IN_PE_Lo_per_hhd_Nu_ur_3,HHD_IN_PE_Lo_per_hhd_Nu_ur_4,HHD_IN_PE_Lo_per_hhd_Nu_ur_5,HHD_IN_PE_Lo_per_hhd_N_ur_6ov,HHD_IN_PE_Lo_per_hhd_Tot,HHD_IN_PE_Gr_hh_Nu_ur_1,HHD_IN_PE_Gr_hh_Nu_ur_2,HHD_IN_PE_Gr_hh_Nu_ur_3,HHD_IN_PE_Gr_hh_Nu_ur_4,HHD_IN_PE_Gr_hh_Nu_ur_5,HHD_IN_PE_Gr_hh_N_ur_6ov,HHD_IN_PE_Gr_hh_Tot,HHD_IN_PE_Tot_Nu_ur_1,HHD_IN_PE_Tot_Nu_ur_2,HHD_IN_PE_Tot_Nu_ur_3,HHD_IN_PE_Tot_Nu_ur_4,HHD_IN_PE_Tot_Nu_ur_5,HHD_IN_PE_Tot_Nu_ur_6_more,HHD_IN_PE_Tot_Tot,OT_HH_1_f_hh_C_f_no_c_Nu_ur_1,OT_HH_1_f_hh_C_f_no_c_Nu_ur_2,OT_HH_1_f_hh_C_f_no_c_Nu_ur_3,OT_HH_1_f_hh_C_f_no_c_Nu_ur_4,OT_HH_1_f_hh_C_f_no_c_Nu_ur_5,OT_HH_1_f_hh_C_f_n_c_N_ur_6ov,OT_HH_1_f_hh_C_f_no_c_Tot,OT_HH_1_f_hh_C_f_ch_Nu_ur_1,OT_HH_1_f_hh_C_f_ch_Nu_ur_2,OT_HH_1_f_hh_C_f_ch_Nu_ur_3,OT_HH_1_f_hh_C_f_ch_Nu_ur_4,OT_HH_1_f_hh_C_f_ch_Nu_ur_5,OT_HH_1_f_hh_C_f_ch_N_ur_6ov,OT_HH_1_f_hh_C_f_with_ch_Tot,OT_HH_1_f_hh_1_pa_f_Nu_ur_1,OT_HH_1_f_hh_1_pa_f_Nu_ur_2,OT_HH_1_f_hh_1_pa_f_Nu_ur_3,OT_HH_1_f_hh_1_pa_f_Nu_ur_4,OT_HH_1_f_hh_1_pa_f_Nu_ur_5,OT_HH_1_f_hh_1_pa_f_N_ur_6ov,OT_HH_1_f_hh_1_parent_f_Tot,OT_HH_One_fa_hh_Ot_fa_Nu_ur_1,OT_HH_One_fa_hh_Ot_fa_Nu_ur_2,OT_HH_One_fa_hh_Ot_fa_Nu_ur_3,OT_HH_One_fa_hh_Ot_fa_Nu_ur_4,OT_HH_One_fa_hh_Ot_fa_Nu_ur_5,OT_HH_1_fa_hh_Ot_fa_N_ur_6ov,OT_HH_One_fa_hhd_Other_fa_Tot,OT_HH_One_fa_hhd_Tot_Nu_ur_1,OT_HH_One_fa_hhd_Tot_Nu_ur_2,OT_HH_One_fa_hhd_Tot_Nu_ur_3,OT_HH_One_fa_hhd_Tot_Nu_ur_4,OT_HH_One_fa_hhd_Tot_Nu_ur_5,OT_HH_One_fa_hhd_Tot_N_ur_6ov,OT_HH_One_fa_hhd_Tot_Tot,OT_HH_Multiple_fa_hhd_Nu_ur_1,OT_HH_Multiple_fa_hhd_Nu_ur_2,OT_HH_Multiple_fa_hhd_Nu_ur_3,OT_HH_Multiple_fa_hhd_Nu_ur_4,OT_HH_Multiple_fa_hhd_Nu_ur_5,OT_HH_Multiple_fa_hh_Nu_u_6ov,OT_HH_Multiple_fa_hhd_Tot,OT_HH_TotFa_hhd_Nu_ur_1,OT_HH_TotFa_hhd_Nu_ur_2,OT_HH_TotFa_hhd_Nu_ur_3,OT_HH_TotFa_hhd_Nu_ur_4,OT_HH_TotFa_hhd_Nu_ur_5,OT_HH_TotFa_hhd_Nu_ur_6_more,OT_HH_TotFa_hhd_Tot,OT_HH_Lo_per_hhd_Nu_ur_1,OT_HH_Lo_per_hhd_Nu_ur_2,OT_HH_Lo_per_hhd_Nu_ur_3,OT_HH_Lo_per_hhd_Nu_ur_4,OT_HH_Lo_per_hhd_Nu_ur_5,OT_HH_Lo_per_hh_Nu_ur_6ov,OT_HH_Lo_per_hhd_Tot,OT_HH_Gr_hh_Nu_ur_1,OT_HH_Gr_hh_Nu_ur_2,OT_HH_Gr_hh_Nu_ur_3,OT_HH_Gr_hh_Nu_ur_4,OT_HH_Gr_hh_Nu_ur_5,OT_HH_Gr_hh_Nu_u_6ov,OT_HH_Gr_hh_Tot,OT_HH_Tot_Nu_ur_1,OT_HH_Tot_Nu_ur_2,OT_HH_Tot_Nu_ur_3,OT_HH_Tot_Nu_ur_4,OT_HH_Tot_Nu_ur_5,OT_HH_Tot_Nu_ur_6_more,OT_HH_Tot_Tot
ILOC60100103,..,29,0,0,0,0,32,..,..,13,17,5,7,45,..,3,4,0,0,0,4,..,0,0,0,0,0,0,..,30,18,17,5,7,77,..,..,..,0,0,0,0,..,30,18,17,11,7,80,6,..,..,..,..,..,6,..,0,0,0,0,0,0,6,30,18,17,11,7,85,..,312,3,0,0,0,316,..,..,95,110,40,16,263,..,32,19,5,0,0,68,..,4,0,0,0,0,4,..,355,123,114,46,19,646,..,..,..,3,0,0,3,..,355,123,116,47,18,653,191,..,..,..,..,..,191,..,12,0,0,0,0,14,191,365,125,116,47,18,858
ILOC60100201,..,8,0,0,0,0,8,..,..,5,4,5,3,20,..,0,3,3,3,0,11,..,0,0,0,0,0,0,..,10,8,12,6,3,37,..,..,..,0,0,0,0,..,10,8,12,6,3,37,7,..,..,..,..,..,7,..,0,0,0,0,0,0,7,12,8,12,6,3,46,..,450,7,0,0,0,454,..,..,113,131,63,30,334,..,53,27,12,3,4,100,..,5,0,0,0,0,5,..,504,146,143,65,37,892,..,..,..,4,3,4,11,..,504,146,149,68,41,903,435,..,..,..,..,..,435,..,28,0,0,0,0,25,435,533,150,149,68,41,1366
ILOC60100202,..,11,0,0,0,0,11,..,..,0,9,0,5,17,..,4,5,0,0,0,10,..,0,0,0,0,0,0,..,20,8,6,6,3,41,..,..,..,0,0,0,0,..,20,8,6,6,3,41,10,..,..,..,..,..,10,..,0,0,0,0,0,0,10,18,8,6,6,3,47,..,263,9,0,0,0,268,..,..,48,61,24,18,151,..,26,17,4,3,0,48,..,4,0,0,0,0,4,..,299,74,59,23,18,474,..,..,..,3,0,0,3,..,299,74,66,29,19,474,301,..,..,..,..,..,301,..,32,0,0,0,0,36,301,327,73,66,29,19,809
ILOC60100203,..,34,0,0,0,0,37,..,..,25,33,18,13,85,..,11,17,11,6,0,47,..,0,0,0,0,0,3,..,54,44,41,21,14,179,..,..,..,3,3,0,5,..,54,44,48,27,13,179,32,..,..,..,..,..,32,..,5,0,0,0,0,5,32,59,44,48,27,13,223,..,1042,38,0,3,0,1084,..,..,362,386,166,68,986,..,219,124,70,15,7,441,..,27,3,0,0,0,33,..,1284,537,461,191,77,2540,..,..,..,14,9,17,40,..,1284,537,474,199,90,2581,1060,..,..,..,..,..,1060,..,60,3,8,0,0,77,1060,1348,543,483,200,90,3717
ILOC60100204,..,19,0,0,0,0,21,..,..,17,13,13,3,42,..,8,9,3,0,0,24,..,3,0,0,0,0,3,..,27,21,19,14,3,90,..,..,..,3,0,3,8,..,27,21,19,10,5,91,27,..,..,..,..,..,27,..,0,0,0,0,0,0,27,34,21,19,10,5,120,..,1057,31,5,0,0,1094,..,..,348,372,142,52,917,..,167,86,42,9,0,304,..,19,3,0,0,0,20,..,1248,472,419,155,52,2341,..,..,..,9,6,5,22,..,1248,472,422,166,55,2360,930,..,..,..,..,..,930,..,64,3,3,0,0,68,930,1307,477,428,164,55,3357
ILOC60100205,..,36,0,0,0,0,40,..,..,18,20,11,10,56,..,11,12,9,0,3,28,..,0,0,0,0,0,0,..,45,27,24,15,8,122,..,..,..,0,0,5,3,..,45,27,24,15,10,128,28,..,..,..,..,..,28,..,4,0,0,0,0,4,28,52,27,24,15,10,154,..,638,20,0,0,0,658,..,..,208,247,105,45,609,..,114,53,25,10,9,202,..,17,0,0,0,0,17,..,767,278,271,112,50,1484,..,..,..,15,7,12,28,..,767,278,285,117,62,1509,554,..,..,..,..,..,554,..,40,0,0,0,0,42,554,806,278,292,117,62,2108
ILOC60100301,..,102,7,3,0,0,111,..,..,68,86,47,27,233,..,72,79,45,18,11,218,..,8,3,0,0,0,17,..,179,163,130,71,33,580,..,..,..,8,10,9,21,..,179,163,136,77,38,597,81,..,..,..,..,..,81,..,31,0,0,0,0,31,81,208,163,136,77,38,703,..,1218,46,7,0,0,1267,..,..,577,659,233,100,1566,..,368,299,137,38,16,859,..,48,4,0,0,0,53,..,1629,926,800,278,114,3745,..,..,..,15,18,25,60,..,1629,926,819,297,140,3801,1215,..,..,..,..,..,1215,..,97,12,0,0,0,112,1215,1732,937,818,294,140,5133
ILOC60100302,..,167,8,3,0,0,177,..,..,100,110,58,42,313,..,85,79,37,27,8,238,..,13,6,0,0,0,13,..,269,186,153,91,46,741,..,..,..,8,3,0,12,..,269,186,160,94,45,750,125,..,..,..,..,..,125,..,25,8,3,0,0,35,125,290,191,162,91,45,908,..,5679,147,15,4,0,5853,..,..,1967,2451,849,276,5546,..,1090,780,291,84,31,2275,..,132,30,5,0,0,168,..,6913,2924,2762,940,309,13841,..,..,..,59,61,64,186,..,6913,2924,2824,1002,375,14028,5640,..,..,..,..,..,5640,..,391,58,15,0,0,469,5640,7299,2978,2839,1005,375,20131
ILOC60100303,..,183,15,0,0,0,200,..,..,104,129,66,31,328,..,93,103,52,28,14,296,..,16,9,0,0,0,23,..,293,223,177,99,51,845,..,..,..,5,6,7,19,..,293,223,185,100,57,864,222,..,..,..,..,..,222,..,48,4,0,3,0,63,222,340,229,188,104,60,1144,..,3732,136,22,6,0,3890,..,..,1531,1492,623,260,3901,..,1208,791,288,91,41,2417,..,179,36,10,0,0,226,..,5122,2493,1813,715,299,10438,..,..,..,57,66,98,219,..,5122,2493,1870,778,396,10654,5980,..,..,..,..,..,5980,..,497,70,25,4,0,598,5980,5615,2567,1897,781,397,17228
ILOC60100304,..,75,7,0,0,0,79,..,..,37,47,16,5,102,..,39,22,8,3,0,67,..,0,3,0,0,0,8,..,110,64,53,19,10,256,..,..,..,0,0,3,9,..,110,64,53,21,14,261,90,..,..,..,..,..,90,..,30,21,14,0,0,67,90,141,83,62,23,14,412,..,4887,183,80,20,14,5169,..,..,1691,1969,657,197,4513,..,854,485,144,37,15,1531,..,149,43,14,4,0,214,..,5888,2396,2205,709,220,11426,..,..,..,33,22,50,111,..,5888,2396,2239,736,273,11535,6316,..,..,..,..,..,6316,..,813,434,164,57,46,1515,6316,6704,2827,2409,795,312,19364
ILOC60100401,..,24,3,0,0,0,31,..,..,7,10,7,3,26,..,5,8,0,7,0,15,..,3,0,0,0,0,3,..,35,14,10,10,3,71,..,..,..,0,0,0,0,..,35,14,10,10,3,71,13,..,..,..,..,..,13,..,3,0,0,0,0,3,13,37,14,10,10,3,88,..,65,0,0,0,0,65,..,..,23,19,15,3,59,..,17,9,10,0,0,34,..,0,0,0,0,0,0,..,78,28,31,15,3,156,..,..,..,0,0,0,3,..,78,28,31,15,3,156,114,..,..,..,..,..,114,..,9,0,0,0,0,12,114,89,30,31,15,3,286
ILOC60100402,..,6,0,0,0,0,8,..,..,8,3,0,6,16,..,0,3,0,0,0,12,..,0,0,0,0,0,0,..,4,11,8,3,6,33,..,..,..,0,0,0,0,..,4,11,8,3,6,33,5,..,..,..,..,..,5,..,0,0,0,0,0,0,5,4,11,8,3,6,37,..,69,0,0,0,0,69,..,..,10,23,4,0,38,..,6,7,3,0,0,16,..,0,0,0,0,0,0,..,81,18,26,4,0,125,..,..,..,0,0,0,3,..,81,18,26,6,3,130,77,..,..,..,..,..,77,..,3,0,0,0,0,4,77,82,16,26,6,3,212
ILOC60100403,..,118,15,0,0,0,132,..,..,65,84,44,27,219,..,40,35,16,6,0,95,..,8,0,0,0,0,9,..,167,110,100,46,27,457,..,..,..,0,3,5,13,..,167,110,107,53,37,466,73,..,..,..,..,..,73,..,23,0,0,0,0,23,73,189,110,107,53,37,564,..,1721,35,3,0,0,1756,..,..,493,475,212,100,1273,..,201,136,44,11,6,407,..,18,7,0,0,0,30,..,1946,670,526,224,105,3464,..,..,..,21,14,28,52,..,1946,670,542,232,126,3518,1393,..,..,..,..,..,1393,..,109,11,3,0,3,123,1393,2053,680,548,232,130,5041
ILOC60100501,..,129,8,0,0,0,141,..,..,81,98,53,20,256,..,45,42,22,12,5,111,..,3,0,0,0,0,3,..,167,131,115,67,30,507,..,..,..,3,8,7,19,..,167,131,118,71,37,524,82,..,..,..,..,..,82,..,15,3,0,0,0,22,82,187,134,122,71,37,627,..,3729,100,11,0,0,3840,..,..,1320,1739,681,244,3988,..,695,447,175,28,15,1359,..,88,4,3,0,0,100,..,4515,1867,1924,712,267,9289,..,..,..,50,45,37,124,..,4515,1867,1970,758,299,9415,3109,..,..,..,..,..,3109,..,241,40,10,0,0,297,3109,4761,1908,1986,760,299,12821
ILOC60100601,..,195,17,6,0,0,213,..,..,114,109,72,25,318,..,120,111,65,17,12,323,..,24,3,5,0,0,30,..,331,246,180,89,34,887,..,..,..,5,5,3,15,..,331,246,187,95,39,901,219,..,..,..,..,..,219,..,54,9,3,4,0,75,219,392,262,187,98,39,1191,..,5663,178,25,0,0,5863,..,..,2008,2316,877,375,5569,..,1398,935,327,74,29,2770,..,227,43,8,0,0,281,..,7290,3163,2675,951,403,14483,..,..,..,50,65,66,181,..,7290,3163,2729,1019,475,14668,7795,..,..,..,..,..,7795,..,723,194,66,23,15,1018,7795,8018,3354,2790,1044,484,23477
ILOC60100701,..,20,0,0,0,0,23,..,..,13,23,4,5,42,..,4,7,3,0,0,16,..,0,0,0,0,0,0,..,31,23,24,7,5,86,..,..,..,3,0,0,5,..,31,23,27,7,5,88,25,..,..,..,..,..,25,..,3,0,0,0,0,3,25,30,24,27,7,5,115,..,907,28,3,0,0,939,..,..,382,441,128,56,1005,..,184,103,41,8,0,337,..,17,0,0,0,0,18,..,1105,514,478,140,53,2296,..,..,..,8,10,6,25,..,1105,514,494,147,62,2320,908,..,..,..,..,..,908,..,37,4,3,0,0,38,908,1142,521,494,147,62,3265
ILOC60100702,..,36,0,0,0,0,36,..,..,15,21,15,5,58,..,11,11,5,3,0,31,..,0,0,0,0,0,0,..,43,21,28,12,9,116,..,..,..,3,0,4,10,..,43,21,29,13,9,127,21,..,..,..,..,..,21,..,3,0,0,0,0,3,21,50,21,29,13,9,151,..,760,16,0,0,0,778,..,..,193,218,91,42,552,..,79,68,14,4,3,173,..,15,3,0,0,0,14,..,854,283,235,99,51,1519,..,..,..,6,8,8,25,..,854,283,245,105,61,1540,526,..,..,..,..,..,526,..,40,3,0,0,0,44,526,892,285,245,105,61,2114
ILOC60100703,..,41,0,0,0,0,41,..,..,19,24,16,6,63,..,11,16,10,3,0,33,..,0,3,0,0,0,3,..,45,31,33,21,6,138,..,..,..,0,0,0,3,..,45,31,34,21,9,141,23,..,..,..,..,..,23,..,8,0,0,0,0,9,23,50,32,36,21,9,175,..,1269,27,5,0,0,1296,..,..,336,402,184,76,999,..,164,91,32,10,11,306,..,20,3,0,0,0,27,..,1456,456,434,196,83,2620,..,..,..,14,13,14,32,..,1456,456,445,211,95,2657,1127,..,..,..,..,..,1127,..,77,0,0,0,0,84,1127,1532,454,449,211,97,3866
ILOC60100801,..,29,0,0,0,0,32,..,..,9,18,3,9,32,..,5,9,0,3,3,21,..,0,0,0,0,0,0,..,31,17,20,8,7,83,..,..,..,0,3,0,3,..,31,17,20,10,7,84,14,..,..,..,..,..,14,..,9,0,0,0,0,8,14,43,19,20,10,7,110,..,862,21,3,0,0,882,..,..,159,175,58,21,422,..,102,66,15,3,3,192,..,11,0,0,0,0,10,..,967,250,197,65,25,1506,..,..,..,4,0,3,15,..,967,250,204,69,27,1518,901,..,..,..,..,..,901,..,54,0,0,0,0,57,901,1023,255,204,69,27,2476
ILOC60100802,..,33,0,0,0,0,32,..,..,8,12,3,4,28,..,10,4,0,0,0,17,..,3,0,0,0,0,3,..,37,13,15,9,4,76,..,..,..,3,0,0,5,..,37,13,13,6,5,76,20,..,..,..,..,..,20,..,6,0,0,0,0,6,20,43,13,13,6,5,109,..,821,21,3,0,0,848,..,..,189,228,100,48,571,..,117,49,37,6,3,214,..,15,0,0,0,0,15,..,950,261,265,108,53,1636,..,..,..,5,5,12,16,..,950,261,274,107,60,1659,846,..,..,..,..,..,846,..,48,0,0,0,0,46,846,1004,258,274,107,60,2557
ILOC60100803,..,26,0,0,0,0,26,..,..,13,6,3,0,17,..,3,0,0,0,0,4,..,0,0,0,0,0,0,..,36,14,6,3,0,54,..,..,..,0,0,0,0,..,36,14,6,3,0,54,33,..,..,..,..,..,33,..,5,0,0,0,0,5,33,40,14,6,3,0,87,..,109,4,0,0,0,110,..,..,20,23,11,3,61,..,14,0,0,0,0,14,..,3,0,0,0,0,3,..,121,30,25,11,3,187,..,..,..,0,0,0,0,..,121,30,25,11,3,187,107,..,..,..,..,..,107,..,9,0,0,0,0,9,107,134,30,25,11,3,311
ILOC60100804,..,38,0,0,0,0,38,..,..,14,7,11,10,45,..,12,7,10,4,3,33,..,3,0,0,0,0,3,..,47,20,17,15,11,120,..,..,..,0,0,0,0,..,47,20,17,15,11,120,30,..,..,..,..,..,30,..,3,0,0,0,0,3,30,56,20,17,15,11,152,..,772,21,3,0,0,799,..,..,183,222,93,49,549,..,142,83,34,11,9,279,..,17,6,0,0,0,23,..,935,292,261,104,56,1648,..,..,..,3,10,3,22,..,935,292,265,118,62,1668,754,..,..,..,..,..,754,..,54,4,0,0,0,52,754,981,297,265,118,62,2476
ILOC60100901,..,22,0,0,0,0,29,..,..,8,13,3,7,30,..,4,12,4,3,0,25,..,0,0,0,0,0,0,..,33,19,14,4,7,79,..,..,..,3,3,0,3,..,33,19,15,9,7,78,14,..,..,..,..,..,14,..,5,0,0,0,0,3,14,37,19,15,9,7,97,..,680,12,0,0,0,695,..,..,108,94,35,10,250,..,57,36,16,0,0,110,..,10,0,0,0,0,5,..,746,159,110,37,10,1060,..,..,..,3,0,3,5,..,746,159,112,34,15,1072,572,..,..,..,..,..,572,..,47,6,0,0,0,49,572,791,164,112,34,15,1689
ILOC60100902,..,61,6,0,0,0,64,..,..,32,35,19,21,99,..,16,23,9,4,0,56,..,3,0,0,0,0,3,..,82,55,48,22,16,221,..,..,..,4,11,6,13,..,82,55,49,34,27,237,48,..,..,..,..,..,48,..,15,3,0,0,0,15,48,96,56,47,37,27,299,..,1510,34,7,0,0,1551,..,..,508,555,210,83,1362,..,292,234,72,25,6,630,..,29,5,0,0,0,35,..,1834,781,629,237,90,3577,..,..,..,15,17,21,56,..,1834,781,642,257,114,3627,1480,..,..,..,..,..,1480,..,107,8,0,0,0,113,1480,1935,788,642,257,114,5227
ILOC60100903,..,18,0,0,0,0,25,..,..,4,4,4,0,16,..,3,0,0,0,0,12,..,0,0,0,0,0,0,..,25,10,6,8,0,47,..,..,..,0,0,0,0,..,25,10,6,8,0,47,10,..,..,..,..,..,10,..,3,0,0,0,0,3,10,30,10,6,8,0,67,..,337,3,0,0,0,338,..,..,55,52,20,8,140,..,45,22,3,3,0,67,..,3,0,0,0,0,6,..,378,76,60,27,9,555,..,..,..,0,4,3,9,..,378,76,63,31,11,560,313,..,..,..,..,..,313,..,18,3,0,0,0,24,313,403,79,63,31,11,895
ILOC60101001,..,130,5,3,0,0,138,..,..,59,78,41,24,193,..,73,60,26,6,0,169,..,10,0,0,0,0,11,..,213,129,110,40,28,509,..,..,..,0,0,3,8,..,213,129,107,45,26,521,120,..,..,..,..,..,120,..,24,5,0,0,0,27,120,231,128,112,46,26,668,..,1851,46,9,0,0,1901,..,..,610,679,256,112,1653,..,422,247,106,37,11,823,..,46,4,0,0,0,47,..,2324,910,784,294,121,4431,..,..,..,17,9,7,34,..,2324,910,799,305,126,4469,2244,..,..,..,..,..,2244,..,132,23,3,3,0,162,2244,2461,928,803,306,130,6874
ILOC60101002,..,127,4,0,0,0,130,..,..,68,82,52,33,232,..,41,39,13,4,3,100,..,3,0,0,0,0,4,..,166,113,98,59,36,469,..,..,..,0,0,3,6,..,166,113,100,58,38,479,92,..,..,..,..,..,92,..,14,3,0,0,0,23,92,185,118,100,58,38,594,..,951,13,0,0,0,963,..,..,267,270,142,58,738,..,118,51,28,4,3,210,..,15,3,0,0,0,19,..,1083,334,304,144,63,1928,..,..,..,9,6,8,14,..,1083,334,310,146,69,1948,965,..,..,..,..,..,965,..,58,8,3,0,0,67,965,1138,347,316,146,70,2978
ILOC60101003,..,35,0,0,0,0,32,..,..,15,15,13,12,56,..,3,6,3,0,0,17,..,0,0,0,0,0,0,..,40,25,21,17,9,107,..,..,..,0,0,0,0,..,40,25,21,17,9,107,11,..,..,..,..,..,11,..,3,0,0,0,0,0,11,39,26,21,17,9,126,..,419,7,0,0,0,431,..,..,131,139,53,26,347,..,32,32,22,0,0,88,..,4,0,0,0,0,4,..,458,177,163,53,26,868,..,..,..,6,3,0,12,..,458,177,165,58,25,878,302,..,..,..,..,..,302,..,16,0,0,0,0,23,302,477,180,166,58,25,1207
ILOC60101004,..,88,0,0,0,0,93,..,..,42,51,19,9,120,..,26,20,25,5,3,79,..,4,0,0,0,0,5,..,123,68,72,24,19,296,..,..,..,0,0,0,4,..,123,68,71,24,16,302,61,..,..,..,..,..,61,..,9,0,0,0,0,14,61,130,69,71,24,16,375,..,1157,28,0,0,0,1185,..,..,318,310,118,44,795,..,181,115,47,12,7,358,..,20,0,0,0,0,19,..,1358,463,355,130,50,2355,..,..,..,3,4,12,23,..,1358,463,360,138,60,2377,1237,..,..,..,..,..,1237,..,49,6,3,0,0,59,1237,1411,468,363,135,60,3673
ILOC60101005,..,41,0,0,0,0,41,..,..,17,17,9,8,49,..,11,11,5,0,0,25,..,3,0,0,0,0,3,..,56,33,16,9,9,118,..,..,..,0,0,0,0,..,56,33,19,7,9,125,34,..,..,..,..,..,34,..,10,0,0,0,0,10,34,64,33,19,7,10,170,..,435,9,0,0,0,439,..,..,127,125,51,16,321,..,71,51,13,6,6,146,..,5,3,0,0,0,10,..,515,180,143,57,22,918,..,..,..,3,0,0,7,..,515,180,145,56,21,924,619,..,..,..,..,..,619,..,52,4,0,0,0,52,619,564,184,145,56,21,1593
ILOC60101101,..,68,3,0,0,0,72,..,..,28,36,16,5,91,..,13,18,13,0,0,37,..,3,0,0,0,0,3,..,79,49,47,18,5,201,..,..,..,0,3,0,0,..,79,49,47,18,7,206,37,..,..,..,..,..,37,..,5,3,0,0,0,8,37,85,52,47,18,7,252,..,1298,23,3,0,0,1325,..,..,323,371,139,41,875,..,189,109,37,14,0,351,..,30,0,0,0,0,28,..,1519,454,411,150,46,2587,..,..,..,9,10,5,26,..,1519,454,429,160,54,2614,971,..,..,..,..,..,971,..,74,7,0,0,0,82,971,1591,461,426,160,54,3667
ILOC60101102,..,48,5,0,0,0,52,..,..,28,36,23,23,116,..,18,23,14,5,0,66,..,0,0,0,0,0,0,..,68,54,57,33,18,232,..,..,..,3,0,3,3,..,68,54,54,33,26,236,43,..,..,..,..,..,43,..,3,0,0,3,0,8,43,77,57,57,33,26,288,..,2918,68,10,0,0,2999,..,..,845,1069,440,163,2517,..,401,258,96,22,12,789,..,50,8,0,0,0,66,..,3377,1183,1175,468,174,6377,..,..,..,19,18,23,67,..,3377,1183,1194,487,202,6446,2402,..,..,..,..,..,2402,..,174,24,11,0,0,204,2402,3551,1206,1206,487,202,9051
ILOC69499494,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC69799797,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0
