ILOC_CODE_2016,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,InfPrim_Indig_M,InfPrim_Indig_F,InfPrim_Indig_P,InfPrim_NonInd_M,InfPrim_NonInd_F,InfPrim_NonInd_P,InfPrim_Indig_st_nsM,InfPrim_Indig_st_nsF,InfPrim_Indig_st_nsP,InfPrim_TotM,InfPrim_TotF,InfPrim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TFEI_FT_St_15_24_In_M,TFEI_FT_St_15_24_Id_F,TFEI_FT_St_15_24_Id_P,TFEI_FT_St_15_24_No_Id_M,TFEI_FT_St_15_24_No_Id_F,TFEI_FT_St_15_24_No_Id_P,TFEI_FT_St_15_24_I_s_n_s_M,TFEI_FT_St_15_24_I_s_n_s_F,TFEI_FT_St_15_24_I_s_n_s_P,TFEI_FT_St_15_24_TotM,TFEI_FT_St_15_24_TotF,TFEI_FT_St_15_24_TotP,TFEI_FT_St_25over_Id_M,TFEI_FT_St_25over_Id_F,TFEI_FT_St_25over_Id_P,TFEI_FT_St_25ov_Non_Id_M,TFEI_FT_St_25ov_Non_Id_F,TFEI_FT_St_25ov_Non_Id_P,TFEI_FT_St_25ov_I_s_n_st_M,TFEI_FT_St_25ov_I_s_n_st_F,TFEI_FT_St_25ov_I_s_n_st_P,TFEI_FT_St_25ov_TotM,TFEI_FT_St_25ov_TotF,TFEI_FT_St_25ov_TotP,TFEI_PT_St_15_24_Id_M,TFEI_PT_St_15_24_Id_F,TFEI_PT_St_15_24_Id_P,TFEI_PT_St_15_24_Non_Id_M,TFEI_PT_St_15_24_No_Id_F,TFEI_PT_St_15_24_No_Id_P,TFEI_PT_St_15_24_I_s_n_s_M,TFEI_PT_St_15_24_I_s_n_s_F,TFEI_PT_St_15_24_I_s_n_s_P,TFEI_PT_St_15_24_TotM,TFEI_PT_St_15_24_TotF,TFEI_PT_St_15_24_TotP,TFEI_PT_St_25ov_Id_M,TFEI_PT_St_25ov_Id_F,TFEI_PT_St_25ov_Id_P,TFEI_PT_St_25ov_Non_Id_M,TFEI_PT_St_25ov_Non_Id_F,TFEI_PT_St_25ov_Non_Id_P,TFEI_PT_St_25ov_I_s_n_s_M,TFEI_PT_St_25ov_I_s_n_s_F,TFEI_PT_St_25ov_Id_s_n_s_P,TFEI_PT_St_25ov_TotM,TFEI_PT_St_25ov_TotF,TFEI_PT_St_25ov_TotP,TFEI_FT_PT_s_s_nt_st_Id_M,TFEI_FT_PT_s_s_nt_st_Id_F,TFEI_FT_PT_s_s_nt_st_Id_P,TFEI_FT_PT_s_s_nt_s_N_I_M,TFEI_FT_PT_s_s_n_st_N_I_F,TFEI_FT_PT_s_s_n_s_No_Id_P,TFEI_F_P_s_s_n_s_I_s_n_s_M,TFEI_F_P_s_s_n_s_I_s_n_s_F,TFEI_F_P_s_s_n_s_I_s_n_s_P,TFEI_FT_PT_s_s_nt_st_To_M,TFEI_FT_PT_s_s_nt_st_To_F,TFEI_FT_PT_s_s_nt_st_To_P,TFEI_Tot_Indig_M,TFEI_Tot_Indig_F,TFEI_Tot_Indig_P,TFEI_Tot_NonInd_M,TFEI_Tot_NonInd_F,TFEI_Tot_NonInd_P,TFEI_Tot_IndSt_nsM,TFEI_Tot_IndSt_nsF,TFEI_Tot_IndSt_nsP,TFEI_Tot_TotM,TFEI_Tot_TotF,TFEI_Tot_TotP,UT_FT_S_15_24_Ind_M,UT_FT_S_15_24_Ind_F,UT_FT_S_15_24_Ind_P,UT_FT_S_15_24_NonInd_M,UT_FT_S_15_24_NonInd_F,UT_FT_S_15_24_NonInd_P,UT_FT_S_15_24_In_st_nsM,UT_FT_S_15_24_In_st_nsF,UT_FT_S_15_24_In_st_nsP,UT_FT_S_15_24_TotM,UT_FT_S_15_24_TotF,UT_FT_S_15_24_TotP,UT_FT_S_25_over_Ind_M,UT_FT_S_25_over_Ind_F,UT_FT_S_25_over_Ind_P,UT_FT_S_25ov_NonInd_M,UT_FT_S_25ov_NonInd_F,UT_FT_S_25ov_NonInd_P,UT_FT_S_25ov_IndSt_nsM,UT_FT_S_25ov_IndSt_nsF,UT_FT_S_25ov_IndSt_nsP,UT_FT_S_25ov_TotM,UT_FT_S_25ov_TotF,UT_FT_S_25ov_TotP,UT_PT_S_15_24_Ind_M,UT_PT_S_15_24_Ind_F,UT_PT_S_15_24_Ind_P,UT_PT_S_15_24_No_Ind_M,UT_PT_S_15_24_NonInd_F,UT_PT_S_15_24_NonInd_P,UT_PT_S_15_24_In_st_nsM,UT_PT_S_15_24_In_st_nsF,UT_PT_S_15_24_In_st_nsP,UT_PT_S_15_24_TotM,UT_PT_S_15_24_TotF,UT_PT_S_15_24_TotP,UT_PT_S_25over_In_M,UT_PT_S_25over_In_F,UT_PT_S_25over_In_P,UT_PT_S_25over_Non_In_M,UT_PT_S_25over_Non_In_F,UT_PT_S_25over_Non_In_P,UT_PT_S_25ov_In_s_nsM,UT_PT_S_25ov_In_s_nsF,UT_PT_S_25ov_In_s_nsP,UT_PT_S_25over_TotM,UT_PT_S_25over_TotF,UT_PT_S_25over_TotP,UT_FT_PT_stud_st_ns_Ind_M,UT_FT_PT_stud_st_ns_Ind_F,UT_FT_PT_stud_st_ns_Ind_P,UT_FT_PT_stu_st_ns_NonInd_M,UT_FT_PT_stu_st_ns_NonInd_F,UT_FT_PT_stu_st_ns_NonInd_P,UT_FT_PT_st_st_ns_In_st_nsM,UT_FT_PT_st_st_ns_In_st_nsF,UT_FT_PT_st_st_ns_In_st_nsP,UT_FT_PT_stu_st_ns_TotM,UT_FT_PT_stu_st_ns_TotF,UT_FT_PT_stu_st_ns_TotP,UT_Tot_Indig_M,UT_Tot_Indig_F,UT_Tot_Indig_P,UT_Tot_NonInd_M,UT_Tot_NonInd_F,UT_Tot_NonInd_P,UT_Tot_IndigStat_nsM,UT_Tot_IndigStat_nsF,UT_Tot_IndigStat_nsP,UT_Tot_TotM,UT_Tot_TotF,UT_Tot_TotP,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF
ILOC30500901,11,15,20,57,77,138,0,0,0,68,89,161,99,95,196,577,501,1079,9,6,20,679,608,1293,53,52,105,279,320,602,4,10,9,337,382,719,0,0,0,3,10,18,0,0,0,3,10,16,0,5,5,10,14,26,0,0,0,9,18,29,0,13,12,21,25,42,0,0,0,21,32,58,0,8,8,18,65,88,0,0,3,22,72,95,0,0,0,0,0,3,0,0,0,0,0,3,3,25,28,56,123,177,0,3,3,58,141,201,3,8,10,21,52,72,0,0,0,25,57,80,0,7,7,14,44,64,0,0,0,14,55,67,0,0,3,8,24,32,0,0,0,9,23,33,3,4,8,32,90,126,0,0,0,32,94,132,0,0,0,0,3,3,0,0,0,0,3,3,7,19,19,74,213,290,0,0,0,80,234,314,3,6,14,35,62,96,0,0,0,35,74,104,23,14,35,77,85,162,329,291
ILOC30500902,0,3,6,11,10,17,0,0,0,13,7,22,24,21,50,64,67,131,0,3,10,91,94,186,18,25,38,66,57,123,3,3,10,81,86,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,3,10,7,0,0,0,0,19,19,0,0,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,26,26,0,0,0,4,29,30,0,0,0,3,0,6,0,0,0,3,4,4,0,0,0,3,0,5,0,0,0,3,5,8,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,15,15,0,0,0,3,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,25,33,0,0,0,6,31,38,0,0,4,11,11,20,0,0,0,13,11,25,6,10,22,40,28,70,124,104
ILOC30500903,29,38,68,230,252,481,3,0,3,267,292,550,368,321,691,2262,2112,4375,33,24,56,2664,2461,5123,188,284,471,1959,1846,3809,14,23,34,2155,2150,4311,3,7,9,52,46,92,0,0,0,53,48,102,0,10,9,39,53,88,0,0,0,39,65,100,6,12,21,114,115,236,0,0,0,121,134,256,10,17,27,155,253,408,0,4,4,166,269,436,0,0,0,3,0,5,0,0,0,7,0,4,19,37,60,361,471,833,0,4,4,386,517,897,16,24,38,311,479,784,0,3,3,326,508,833,8,22,25,151,224,382,0,0,0,157,245,406,8,12,21,104,170,276,0,0,0,109,184,295,9,20,24,252,434,680,0,7,7,252,458,708,0,0,0,3,3,7,0,0,0,4,3,7,33,79,110,820,1313,2131,3,6,13,855,1401,2251,16,30,42,133,263,397,3,0,3,154,289,445,107,109,217,566,699,1261,1955,1672
ILOC30500904,3,3,12,67,77,152,0,0,0,76,87,159,55,64,112,917,795,1709,16,12,35,983,868,1853,56,48,105,644,620,1265,12,15,21,715,679,1393,0,0,0,15,9,26,0,0,0,16,9,25,0,0,0,7,9,14,0,0,0,7,10,16,5,0,8,45,38,79,0,0,0,54,41,89,0,0,0,32,69,109,0,0,0,32,75,110,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,97,133,227,0,0,0,107,135,239,3,0,4,72,111,180,0,0,4,78,115,190,0,0,0,23,49,72,0,0,0,23,47,72,0,0,0,13,45,54,3,0,3,11,46,56,0,7,6,43,96,141,0,0,0,46,104,146,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,147,298,445,4,0,5,157,310,462,6,5,12,35,70,109,0,0,0,37,78,119,212,15,229,548,192,742,924,683
ILOC30500905,0,0,0,25,17,43,0,0,0,25,22,49,24,36,55,201,190,394,7,0,7,232,224,452,25,20,44,187,146,329,3,8,8,209,168,380,0,0,0,3,3,6,0,0,0,3,5,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,16,17,36,0,0,0,16,17,36,0,0,0,7,15,21,0,0,0,10,15,26,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,24,42,68,0,0,0,29,40,69,0,0,0,14,23,42,0,0,0,14,23,42,0,0,0,3,12,13,0,0,0,3,17,15,0,0,0,0,8,10,0,0,0,5,9,14,0,0,0,8,26,34,0,0,0,8,26,34,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,30,76,101,0,0,0,28,78,107,0,0,0,11,20,31,0,0,0,9,20,28,7,7,11,54,57,112,212,159
ILOC30500906,6,10,14,72,63,137,0,0,0,82,73,157,40,47,81,550,524,1074,12,12,24,599,575,1178,102,54,156,535,437,968,10,7,14,644,498,1140,0,4,0,5,5,13,0,0,0,11,12,17,0,0,0,7,9,13,0,0,0,7,12,17,4,0,4,36,27,59,0,0,0,36,29,64,0,4,4,28,54,80,0,0,0,28,57,88,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,71,98,172,0,0,3,74,105,179,3,3,3,42,78,116,0,0,0,45,80,120,0,6,6,18,40,64,0,0,0,18,49,70,0,0,3,19,33,46,0,0,0,19,34,55,0,3,7,59,124,180,0,0,0,58,125,183,0,0,0,0,0,3,0,0,0,0,0,3,5,15,17,136,276,405,0,0,3,138,289,429,0,0,4,25,34,64,0,0,0,25,40,65,13,19,27,102,112,213,532,413
ILOC30600101,0,0,0,4,9,13,0,0,0,8,6,12,16,4,24,73,63,138,4,4,7,99,75,172,8,0,8,45,31,77,0,0,0,52,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,4,3,5,0,0,0,3,7,9,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,4,4,0,0,0,0,9,11,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,17,21,0,0,0,5,19,26,0,0,0,7,0,8,0,0,0,7,0,8,3,0,5,14,18,28,68,58
ILOC30600102,0,0,0,0,0,0,0,0,0,0,3,3,4,7,9,5,10,15,0,0,0,11,11,23,0,0,3,3,7,13,0,0,3,3,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,13,21,20
ILOC30600103,0,5,10,13,15,22,0,0,0,10,19,31,49,35,83,86,66,150,3,0,3,134,106,240,20,33,53,39,40,79,0,0,0,56,74,131,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,6,0,8,3,7,6,0,3,5,0,0,0,4,6,16,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,14,8,16,0,0,0,14,11,27,0,0,0,0,5,5,0,0,0,0,3,7,0,0,0,0,4,4,0,0,0,0,3,8,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,4,11,18,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,21,29,0,0,0,13,23,32,0,3,3,3,6,12,0,0,0,3,11,12,13,12,26,20,15,38,63,70
ILOC30600201,3,3,3,3,3,7,0,0,0,3,8,12,9,20,32,65,54,113,0,0,0,78,67,145,4,0,6,8,12,27,0,0,0,14,20,33,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,3,3,10,0,0,0,3,13,11,0,0,0,3,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,26,0,0,0,6,17,24,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,0,0,0,5,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,23,0,0,0,8,17,21,0,0,0,0,3,4,0,0,0,0,3,6,3,0,3,14,17,33,46,24
ILOC30600301,11,10,14,0,0,0,0,0,0,11,10,14,98,101,206,0,0,0,0,0,0,98,101,206,73,41,117,0,0,0,0,0,0,73,41,117,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,19,0,0,0,0,0,0,10,5,19,32,29,64,0,0,0,0,3
ILOC30600401,12,9,25,112,95,200,0,0,0,124,100,226,91,63,154,956,860,1816,23,20,43,1068,941,2007,51,52,101,739,692,1433,14,9,19,807,750,1552,3,0,3,14,16,24,0,0,0,14,16,31,0,0,0,11,29,38,0,0,0,10,30,44,3,0,4,23,34,59,0,0,0,27,37,63,0,3,3,33,103,134,0,0,0,33,105,138,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,82,178,258,0,0,3,84,184,271,0,3,3,39,62,102,0,0,0,43,65,109,0,3,3,24,62,89,0,0,0,24,71,94,0,0,0,3,18,19,0,0,0,3,18,19,0,7,7,24,112,131,0,0,0,24,118,138,0,0,0,0,3,3,0,0,0,0,3,3,0,7,11,92,256,347,0,3,3,92,264,362,8,5,14,54,100,155,0,0,4,61,105,168,23,11,36,281,310,588,972,878
ILOC30600402,10,11,26,104,85,195,0,0,0,114,103,219,71,55,119,777,731,1511,10,9,24,860,798,1660,53,49,95,606,593,1197,6,4,13,665,642,1306,0,0,3,16,22,40,0,0,0,11,28,37,0,0,3,22,35,59,0,0,0,27,37,64,3,4,7,28,33,61,0,0,3,28,40,72,0,8,4,27,97,131,0,0,0,30,109,136,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,98,198,293,0,3,3,105,205,307,0,3,3,35,70,107,0,0,0,35,75,112,0,0,4,20,57,81,0,0,0,26,59,85,0,3,3,14,19,37,0,0,0,14,21,36,0,3,7,32,97,129,0,0,0,31,102,134,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,104,245,352,0,0,0,104,262,368,6,3,11,51,88,140,0,0,0,58,94,148,20,23,37,250,349,596,501,537
ILOC30600501,10,12,19,51,59,113,0,0,3,68,68,139,74,67,144,370,363,737,9,9,11,449,441,893,52,51,103,324,290,609,9,3,8,381,342,725,3,0,3,9,9,22,0,0,0,11,9,24,0,0,3,4,12,11,0,0,0,3,8,15,3,3,7,23,28,54,0,0,0,28,32,61,0,0,0,20,39,63,0,0,0,20,41,65,0,0,0,0,0,3,0,0,0,3,0,3,3,7,15,59,89,152,0,0,0,62,99,166,0,0,0,11,22,30,0,0,0,9,22,31,0,0,0,7,11,21,0,0,0,7,10,21,0,0,0,12,13,25,0,0,0,12,13,29,0,3,3,25,51,79,0,0,0,25,52,81,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,59,94,151,0,0,0,60,102,156,0,4,3,11,41,55,0,0,0,13,41,56,16,11,33,103,124,224,295,281
ILOC30600601,0,3,3,23,30,50,0,0,0,24,30,49,9,23,33,258,237,497,0,4,3,273,261,537,14,15,23,141,132,269,3,3,3,157,147,300,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,5,10,13,0,3,3,3,23,20,0,0,0,3,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,37,42,0,0,0,8,41,46,0,0,0,7,17,25,0,0,0,7,15,26,0,0,0,3,9,12,0,0,0,3,9,12,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,5,20,26,0,0,0,5,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,72,0,0,0,16,53,73,0,0,0,3,14,21,0,0,0,3,13,17,5,0,3,72,69,142,258,231
ILOC30600602,0,5,8,27,35,58,0,0,3,30,39,66,27,37,68,197,178,378,3,3,3,228,217,449,22,15,43,115,126,244,3,0,3,147,141,288,0,0,0,5,4,7,0,0,0,5,8,13,0,0,0,3,4,8,0,0,0,3,4,8,0,0,0,13,5,17,0,0,0,13,5,17,0,0,3,15,27,41,0,0,0,11,28,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,41,75,0,0,0,29,47,76,0,0,0,5,13,19,0,0,0,5,12,17,0,0,3,4,7,14,0,0,0,7,9,18,0,0,0,6,9,13,0,0,0,6,9,13,0,3,3,11,35,43,0,0,0,11,38,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,24,64,90,0,0,0,30,70,92,3,0,7,4,13,17,0,0,0,13,14,26,13,10,24,59,65,117,204,207
ILOC30600603,0,3,5,42,37,81,0,0,0,48,42,91,23,36,56,448,402,850,5,8,9,479,440,919,33,21,54,331,306,633,10,0,11,372,325,691,0,3,3,5,9,15,0,0,0,5,13,17,0,0,0,4,10,14,0,0,0,4,17,18,0,3,5,12,10,22,0,0,0,17,13,26,0,0,0,15,30,44,0,0,0,15,36,51,0,0,0,0,3,0,0,0,0,0,3,0,0,8,10,42,64,104,0,0,0,38,74,114,0,3,3,7,20,31,0,0,0,9,22,33,0,0,0,5,20,20,0,0,0,6,20,20,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,16,42,61,0,0,0,16,42,61,0,0,0,3,3,4,0,0,0,3,3,4,0,3,3,37,94,128,0,0,0,38,93,130,0,4,4,25,40,66,0,0,0,25,47,64,4,3,14,124,127,257,295,260
ILOC30600701,0,3,3,25,25,52,0,0,0,26,30,51,16,16,33,176,193,375,5,4,12,201,221,418,3,7,15,126,117,246,3,9,9,131,138,267,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,13,0,11,0,0,0,13,0,11,0,3,3,3,22,23,0,0,0,3,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,26,48,0,0,0,17,34,47,0,0,0,19,20,37,0,0,0,22,18,35,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,7,8,18,0,0,0,7,8,18,0,0,0,5,21,27,0,0,0,5,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,54,86,0,0,0,32,58,89,0,0,0,3,12,16,0,0,0,3,12,15,0,3,7,34,24,58,174,141
ILOC30600702,3,3,10,12,24,39,0,0,0,17,26,45,31,36,69,164,149,314,3,3,7,200,191,386,28,15,41,123,113,239,0,0,0,151,131,282,0,3,3,3,0,7,0,0,0,3,4,9,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,9,3,16,0,0,0,11,3,15,0,4,4,9,14,20,0,0,0,9,17,24,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,23,24,50,0,0,0,25,29,57,3,0,4,8,7,15,0,0,0,6,13,20,0,0,0,3,6,13,0,0,0,5,6,15,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,5,14,18,0,0,0,4,14,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,14,29,47,0,0,0,20,30,54,0,0,0,17,25,36,0,0,0,18,26,42,15,12,23,58,59,119,109,86
