ILOC_CODE_2016,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
ILOC40100902,74,13682,61,13821,34,3109,17,3165,35,2503,15,2547,16,640,4,660,5,1107,8,1126,0,185,7,187,3,531,1007,1547,176,21758,1114,23054,87,14371,57,14521,29,2939,17,2985,39,2564,29,2632,14,740,5,757,9,1569,21,1590,0,305,3,305,4,744,1031,1783,181,23233,1163,24579,166,28059,118,28340,69,6050,29,6148,72,5067,42,5182,29,1384,8,1422,16,2675,28,2722,0,487,7,500,9,1270,2042,3325,358,44988,2277,47631
ILOC40101001,10,1181,8,1202,16,891,13,915,14,930,14,957,4,341,3,350,8,424,3,438,0,17,0,19,9,173,229,407,57,3965,267,4285,22,1485,12,1523,19,879,10,909,21,800,8,835,4,257,7,276,3,374,8,385,0,17,0,20,6,192,223,419,75,4007,272,4355,32,2671,23,2725,31,1776,20,1824,37,1736,16,1787,14,603,13,625,12,797,14,822,0,38,0,38,15,360,445,827,134,7969,536,8643
ILOC40101002,17,972,11,999,12,790,5,805,21,937,14,976,7,303,7,313,3,342,7,350,3,13,0,10,15,364,264,650,79,3718,304,4100,14,1148,10,1173,9,695,6,702,13,724,12,744,9,213,0,219,4,258,3,264,0,8,0,8,6,127,236,374,52,3180,262,3496,32,2122,19,2174,20,1481,6,1508,30,1667,26,1718,11,517,7,533,5,600,6,614,3,21,0,22,24,497,501,1022,128,6901,568,7594
ILOC40101101,54,7800,50,7904,25,2233,26,2289,28,1892,11,1934,13,559,7,573,14,610,11,634,4,101,0,105,3,336,617,954,155,13529,711,14396,58,8888,53,8993,32,2226,13,2277,36,2189,26,2245,11,697,3,713,10,868,16,895,0,148,3,148,16,466,661,1140,164,15471,773,16414,116,16683,99,16900,58,4462,39,4562,64,4073,37,4178,25,1255,7,1290,23,1483,22,1534,7,248,7,256,21,797,1280,2096,320,29003,1489,30807
ILOC40101102,50,6130,32,6218,9,1630,5,1646,13,1262,14,1282,4,388,8,396,0,495,14,509,3,94,0,99,11,267,456,730,93,10257,523,10884,49,6752,33,6842,25,1506,10,1541,28,1579,13,1622,9,477,4,489,5,753,14,770,0,108,0,108,0,376,476,852,120,11550,554,12223,98,12886,69,13054,35,3132,18,3186,34,2843,25,2910,14,859,13,886,8,1248,24,1281,3,204,0,204,10,640,931,1585,211,21809,1084,23103
ILOC40101103,18,4730,20,4763,21,1614,8,1648,12,1196,10,1214,0,267,3,265,3,168,0,177,0,10,0,10,0,147,213,358,59,8129,259,8446,24,5261,23,5307,16,1520,9,1540,8,1198,10,1216,0,225,3,233,3,179,3,186,0,17,0,16,0,168,196,361,47,8573,238,8860,43,9986,44,10075,36,3136,15,3190,27,2394,19,2435,3,489,9,503,3,355,3,358,0,31,0,34,0,309,414,724,112,16704,497,17310
ILOC40101201,61,2399,23,2488,52,1522,13,1584,54,1641,14,1721,32,611,7,652,24,692,11,727,3,55,0,64,94,555,430,1076,312,7487,507,8307,86,2901,26,3004,57,1475,9,1544,67,1565,21,1654,26,536,10,573,18,690,13,717,0,44,0,47,20,267,406,695,273,7474,490,8243,145,5298,51,5496,109,2993,27,3129,121,3211,42,3369,59,1149,16,1227,37,1383,25,1452,3,101,0,109,114,822,835,1771,592,14958,994,16546
ILOC40101301,0,65,0,67,5,60,0,69,10,73,0,84,0,31,0,34,4,37,0,43,0,0,0,0,0,10,24,39,22,281,26,328,16,89,0,106,3,58,3,64,0,60,0,64,4,35,0,41,5,49,3,54,0,0,0,0,0,15,23,41,30,300,31,370,14,157,0,172,10,114,6,133,11,137,3,150,4,66,0,74,13,83,4,97,0,3,0,3,3,27,49,78,56,582,61,702
ILOC40101302,12,821,8,837,10,620,3,632,25,696,10,726,3,256,6,270,9,273,0,284,0,7,0,7,3,113,180,299,60,2791,205,3058,13,1029,4,1044,8,540,7,559,12,510,3,530,8,173,0,184,4,227,3,233,0,5,0,5,3,99,160,268,53,2578,188,2823,26,1843,11,1885,21,1156,12,1190,38,1210,12,1262,12,429,4,450,13,497,7,516,0,13,0,13,7,216,344,568,117,5368,398,5881
ILOC40101303,3,0,0,3,8,0,0,8,9,0,0,9,3,0,0,3,3,0,0,3,0,0,0,0,4,0,0,4,31,0,0,31,3,0,0,3,15,0,0,15,3,0,0,8,7,0,0,7,3,0,0,3,0,0,0,0,3,0,0,3,34,0,0,34,9,0,0,9,17,0,0,17,10,0,0,12,10,0,0,10,4,0,0,4,0,0,0,0,5,0,0,5,62,0,0,59
ILOC40101401,110,16712,94,16918,68,7794,57,7918,79,6526,43,6652,19,1680,16,1716,21,1212,16,1249,0,82,3,87,15,780,1341,2139,317,34787,1569,36675,148,18964,99,19208,98,7314,50,7469,98,6764,59,6930,20,1739,27,1780,15,1465,29,1509,0,108,3,109,19,951,1359,2335,406,37304,1626,39336,257,35677,189,36128,163,15114,109,15384,181,13292,102,13577,40,3412,39,3501,37,2677,49,2757,0,190,9,196,40,1731,2703,4467,721,72092,3199,76014
ILOC40101402,50,2684,17,2746,32,1482,11,1524,39,1478,21,1535,8,488,8,497,9,341,4,353,3,32,0,32,10,225,601,834,143,6723,657,7520,60,3093,15,3166,44,1384,11,1438,27,1500,13,1536,15,449,13,472,12,348,3,363,0,18,0,15,9,260,677,942,157,7039,739,7937,104,5770,31,5915,70,2863,25,2960,70,2971,33,3077,18,929,20,967,19,690,13,717,3,46,0,52,12,484,1278,1775,296,13763,1395,15462
ILOC40101403,59,7859,69,7989,29,3827,33,3887,42,3336,32,3405,12,824,15,854,6,565,11,585,0,38,0,42,10,413,969,1395,158,16856,1135,18148,93,9483,79,9653,39,3503,26,3574,35,3432,28,3497,10,717,10,735,13,545,16,576,4,21,0,25,9,500,1033,1538,201,18206,1198,19601,154,17341,148,17643,70,7333,61,7459,78,6766,64,6898,23,1543,22,1585,21,1110,27,1158,6,60,0,68,15,914,2002,2933,357,35059,2331,37751
ILOC40101501,46,1960,8,2019,38,1183,14,1239,49,1238,10,1292,24,472,3,493,18,354,5,374,0,69,0,71,9,247,441,698,185,5517,480,6177,77,2240,15,2330,52,1158,7,1222,59,1271,19,1345,15,432,8,454,11,340,4,356,0,104,0,105,18,242,441,700,228,5794,491,6511,126,4199,22,4346,90,2343,19,2452,101,2507,27,2642,39,897,8,946,24,690,14,730,0,172,0,172,29,491,880,1400,408,11308,978,12692
ILOC40101502,66,3955,24,4046,34,2223,20,2278,41,1863,22,1925,12,528,0,544,3,338,8,351,3,52,0,55,6,189,396,590,159,9152,462,9783,79,4552,25,4649,37,2046,15,2096,34,1899,15,1951,10,512,0,529,8,368,8,382,3,74,3,79,6,192,404,602,175,9641,468,10285,138,8510,46,8699,73,4267,35,4374,78,3757,40,3875,17,1041,6,1067,11,707,14,725,5,125,3,135,11,385,800,1192,334,18790,933,20063
ILOC40101503,65,2754,31,2853,61,1791,14,1873,82,2010,18,2119,36,819,9,863,28,715,10,764,4,226,8,236,29,505,730,1267,313,8820,832,9968,85,2992,31,3109,90,1656,20,1764,92,2014,31,2138,36,795,12,851,25,811,13,851,3,313,7,326,31,602,744,1382,369,9191,862,10420,149,5748,64,5962,157,3443,32,3635,176,4021,54,4255,69,1619,24,1713,61,1531,22,1613,11,536,13,564,60,1106,1477,2643,686,18011,1689,20383
ILOC40101504,30,2204,11,2254,27,1314,15,1352,25,1254,8,1288,6,381,3,394,5,376,5,390,0,80,0,78,4,144,351,499,101,5760,400,6256,45,2731,21,2799,32,1158,7,1199,21,1166,5,1197,8,321,7,336,5,336,3,347,0,107,3,111,3,129,330,462,119,5947,380,6445,80,4935,34,5048,60,2475,15,2552,49,2419,15,2484,16,706,7,733,12,711,16,738,0,186,3,184,10,277,683,963,218,11708,774,12702
ILOC40101601,84,4898,28,5000,55,2216,15,2277,53,1868,16,1936,9,584,8,602,20,530,5,550,0,35,0,34,23,308,440,771,239,10431,509,11178,83,5747,28,5860,60,2051,21,2127,54,1995,13,2056,22,611,19,655,18,652,16,680,0,47,0,49,12,359,504,867,239,11461,596,12296,163,10647,53,10860,112,4265,33,4406,106,3860,29,3992,33,1202,30,1260,31,1180,20,1237,0,81,0,81,36,666,943,1643,480,21890,1105,23479
ILOC40101602,44,8783,42,8868,28,1930,10,1962,34,1603,22,1662,6,510,7,524,12,673,14,692,0,161,3,165,124,940,602,1658,244,14597,692,15532,75,9440,48,9560,49,1789,10,1846,50,1791,14,1856,14,588,13,609,12,918,14,938,4,213,0,221,64,597,640,1302,263,15332,734,16332,115,18221,87,18422,79,3715,20,3804,80,3398,39,3515,25,1094,15,1134,24,1592,27,1634,4,375,3,384,192,1536,1234,2965,511,29924,1422,31859
ILOC40101603,29,4693,29,4748,23,1155,6,1181,29,1044,3,1078,13,381,3,391,8,692,9,708,3,535,9,543,12,307,467,787,120,8803,517,9435,54,4530,22,4605,34,855,8,897,30,930,4,964,13,387,3,410,7,750,15,777,0,354,5,355,17,307,437,763,149,8113,506,8769,86,9220,47,9358,50,2007,17,2078,61,1972,9,2041,27,769,8,802,14,1444,25,1482,3,888,13,896,23,619,909,1553,265,16913,1022,18201
ILOC40101604,20,3615,30,3664,20,807,6,830,27,779,6,815,13,319,3,341,16,579,0,589,0,202,3,214,10,269,349,629,109,6572,403,7087,36,3688,14,3736,25,633,5,661,28,743,5,773,15,382,5,401,8,835,16,857,0,348,7,353,8,295,383,686,120,6918,434,7477,57,7300,44,7404,42,1439,15,1493,60,1522,8,1585,29,706,8,743,22,1413,21,1450,4,552,14,566,19,567,733,1316,233,13489,842,14562
ILOC40101605,30,1806,14,1845,24,780,0,803,20,695,4,726,16,240,3,257,17,319,3,337,3,70,3,69,15,134,235,385,118,4037,268,4424,29,1960,8,1999,31,633,4,673,35,613,5,652,9,232,0,238,12,377,3,396,0,97,0,94,13,132,217,366,127,4051,244,4418,52,3768,22,3844,57,1414,7,1475,57,1307,14,1379,22,470,4,500,28,700,3,728,3,164,3,170,27,265,456,747,242,8086,510,8841
ILOC40101701,10,1067,21,1092,6,751,13,773,15,759,9,787,10,279,7,301,12,313,9,329,0,59,0,59,3,148,247,397,55,3380,301,3743,11,1242,8,1266,11,684,5,704,21,723,6,754,13,221,0,235,7,326,6,342,0,60,0,59,3,176,239,415,72,3435,273,3780,22,2307,27,2363,19,1436,18,1471,43,1486,22,1548,28,501,8,534,17,638,13,671,0,124,0,127,3,326,484,811,128,6819,576,7522
ILOC40101801,59,4793,48,4892,38,2018,14,2069,33,1970,28,2031,22,663,11,693,21,852,11,881,0,394,0,393,11,382,469,862,176,11077,583,11835,73,4987,21,5084,53,1668,12,1736,57,1919,23,2004,17,706,13,739,19,1031,14,1062,0,569,10,572,10,439,475,930,225,11320,569,12116,128,9779,72,9974,89,3693,30,3807,87,3889,49,4033,42,1364,25,1434,33,1886,24,1946,0,960,9,968,20,827,943,1791,402,22400,1151,23954
ILOC40101802,36,3249,18,3306,25,1826,11,1859,24,1595,10,1623,11,440,9,454,11,484,7,498,0,142,0,142,8,219,354,578,111,7951,402,8466,39,3516,22,3574,29,1651,9,1684,30,1603,8,1648,12,466,3,481,7,575,7,588,0,169,0,168,7,280,339,625,127,8257,393,8775,81,6764,45,6882,56,3477,23,3546,58,3195,20,3272,20,906,7,934,17,1056,7,1087,0,311,0,309,16,497,693,1201,235,16206,795,17234
ILOC40101803,50,6064,38,6155,39,2547,19,2611,50,2323,16,2386,16,691,4,716,16,826,15,849,0,229,5,230,8,348,532,883,168,13021,633,13833,78,6405,52,6532,40,2280,18,2336,66,2383,19,2463,14,842,13,864,12,924,14,950,5,290,5,299,14,390,565,969,216,13510,691,14417,125,12465,93,12684,82,4827,38,4948,107,4707,41,4852,31,1528,20,1576,21,1752,21,1800,5,517,11,528,19,741,1102,1854,389,26530,1324,28246
ILOC40101804,78,8160,40,8277,63,3183,26,3269,72,2876,16,2966,24,875,4,904,21,837,12,866,3,370,0,376,25,371,854,1251,285,16668,943,17904,98,8666,33,8794,70,2826,11,2900,68,2699,20,2783,18,877,4,902,10,943,9,965,0,511,0,518,13,418,758,1189,279,16935,831,18046,174,16820,74,17068,125,6003,39,6171,136,5573,37,5744,43,1754,10,1804,37,1777,16,1830,4,883,0,887,38,784,1606,2434,567,33607,1776,35945
ILOC40101901,37,4409,45,4491,47,3437,43,3521,51,3269,41,3358,33,1070,11,1114,10,1153,26,1195,3,189,3,194,47,956,863,1868,222,14484,1027,15734,56,5686,72,5812,30,3007,32,3071,41,2397,36,2476,14,759,15,783,6,870,20,901,0,56,0,56,8,545,788,1341,159,13316,977,14446,94,10096,113,10301,78,6441,73,6600,90,5660,82,5830,45,1834,28,1905,16,2020,51,2091,3,248,3,254,56,1506,1648,3204,380,27801,2002,30186
ILOC40101902,25,3013,14,3051,36,2139,17,2191,31,1893,15,1938,21,687,3,705,12,755,10,780,0,69,0,69,6,317,471,790,132,8868,527,9525,63,3958,23,4046,35,2107,13,2156,35,1809,20,1864,16,595,7,616,7,758,12,783,0,61,0,61,19,398,485,904,176,9687,569,10433,92,6968,40,7097,74,4245,30,4349,71,3699,37,3806,32,1280,12,1321,26,1513,23,1561,0,129,0,129,24,719,954,1692,313,18547,1097,19959
ILOC40102001,92,18504,95,18688,74,7544,54,7672,71,5862,45,5977,15,1455,15,1485,16,1303,16,1336,6,108,3,112,8,708,1117,1831,289,35480,1338,37103,132,20213,86,20428,71,7101,42,7208,57,6378,53,6492,20,1583,20,1627,18,1698,24,1736,0,139,3,142,10,913,1189,2110,308,38020,1420,39751,226,38715,182,39116,138,14648,95,14878,129,12243,99,12471,38,3038,36,3115,32,3002,37,3071,6,247,4,253,17,1616,2309,3942,595,73499,2755,76856
ILOC40102101,16,11973,55,12042,8,1447,11,1458,9,979,17,1003,3,246,7,258,3,305,7,311,0,43,0,43,0,281,588,872,43,15274,677,16001,32,12918,66,13013,7,1846,24,1870,4,1530,12,1556,0,329,5,334,3,487,3,493,0,67,0,67,0,421,604,1028,47,17602,711,18357,51,24891,113,25061,9,3287,31,3334,19,2510,30,2560,3,579,6,592,7,785,9,807,0,117,0,117,3,706,1189,1901,91,32877,1390,34354
ILOC40102102,57,15865,82,15999,21,3309,22,3345,26,2194,19,2240,12,537,7,554,11,594,5,603,0,74,4,78,5,381,914,1300,119,22938,1049,24110,71,17510,80,17664,20,3209,26,3259,20,2667,15,2699,4,666,3,679,10,825,10,845,0,114,0,119,0,538,875,1411,123,25533,1012,26670,125,33377,158,33657,41,6513,48,6602,42,4857,34,4937,14,1203,8,1230,19,1418,11,1452,0,185,4,191,8,911,1788,2708,247,48472,2067,50782
ILOC40102103,40,10152,44,10242,11,1376,7,1393,7,872,3,878,3,232,7,239,3,354,4,364,0,71,0,71,0,249,662,910,61,13308,727,14096,28,11135,46,11214,8,1605,19,1638,9,1349,15,1373,4,320,0,324,7,633,12,646,0,97,0,95,0,360,687,1056,61,15498,789,16344,71,21285,90,21448,17,2981,30,3031,15,2215,19,2255,4,556,5,570,11,991,17,1019,0,162,0,167,0,615,1348,1962,120,28803,1516,30440
ILOC40102201,28,2021,27,2072,18,1377,22,1419,19,1166,14,1195,4,435,10,445,3,424,10,436,0,17,0,17,0,177,362,546,72,5609,445,6129,24,2427,20,2475,23,1241,12,1272,15,1060,8,1084,4,378,10,393,7,374,7,382,0,0,0,0,4,189,357,554,76,5665,413,6157,54,4449,50,4545,39,2620,31,2689,32,2225,22,2284,10,811,17,835,13,794,14,816,0,17,0,17,3,365,725,1097,154,11274,863,12294
ILOC40102301,27,1633,25,1680,40,1416,18,1469,24,1541,20,1584,4,596,11,616,11,591,10,614,0,12,0,17,14,329,414,753,115,6122,497,6732,35,2132,18,2178,36,1366,10,1413,32,1462,12,1504,13,505,4,521,7,495,21,518,0,8,0,11,5,377,407,797,130,6338,477,6940,61,3765,36,3864,76,2774,31,2877,59,3007,34,3093,19,1100,18,1133,19,1087,27,1132,3,21,0,25,21,702,827,1548,247,12457,970,13672
ILOC40102302,3,33,0,33,6,30,0,36,7,25,0,36,7,3,0,8,4,5,0,9,0,0,0,0,3,0,9,16,33,99,9,140,3,45,0,49,8,16,0,24,7,14,0,18,10,8,0,15,4,7,0,12,0,0,0,0,3,0,10,10,27,91,12,131,3,78,0,84,19,43,0,65,15,42,0,52,13,10,0,25,11,16,0,26,0,0,0,0,8,3,19,26,58,193,20,275
ILOC40102303,16,1184,16,1220,14,1024,12,1042,15,1046,11,1076,10,395,10,412,9,425,9,445,0,7,0,7,7,171,210,393,66,4254,270,4596,16,1439,25,1479,9,883,8,909,21,877,11,909,14,335,4,351,3,332,8,343,0,5,0,5,6,173,174,351,69,4053,228,4354,34,2625,40,2703,23,1909,21,1949,38,1925,22,1983,17,729,12,763,20,756,13,786,0,17,0,17,7,347,387,744,140,8314,498,8947
ILOC40200101,16,4,0,26,17,3,0,20,26,0,0,27,15,0,0,15,26,0,0,26,3,0,0,3,21,0,11,34,134,5,11,147,32,17,0,44,31,0,0,31,45,0,0,45,16,0,0,16,22,0,0,22,6,0,0,6,20,0,8,34,163,17,8,185,46,16,0,65,49,3,0,51,71,0,0,74,31,0,0,31,45,0,0,45,8,0,0,8,38,0,19,60,291,20,19,337
ILOC40200102,0,3,0,6,3,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,11,0,3,8,19,3,3,27,0,4,0,3,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,5,0,0,0,0,6,0,0,6,22,4,0,23,3,6,0,9,8,0,0,8,15,0,0,15,0,0,0,0,3,0,0,3,3,0,0,3,14,0,3,17,44,8,3,49
ILOC40200103,10,9,0,16,9,3,0,10,18,3,0,16,11,0,0,11,14,3,0,16,15,0,0,15,11,3,0,14,79,24,0,102,3,14,0,18,21,3,0,21,21,0,0,21,11,0,0,11,6,0,0,11,11,0,0,11,8,0,3,16,85,17,3,107,13,25,0,37,29,3,0,34,33,3,0,35,25,0,0,26,17,3,0,27,28,0,0,28,20,3,3,30,164,40,4,204
ILOC40200104,6,0,0,6,3,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,22,0,0,22,13,0,0,14,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,34,0,3,35,16,0,0,20,15,0,0,15,5,0,0,3,3,0,0,3,3,0,0,3,0,0,0,0,15,0,3,18,56,3,3,62
ILOC40200105,5,15,0,18,3,13,0,18,28,5,0,38,9,0,0,9,12,0,0,16,0,0,0,0,35,0,15,47,101,33,15,146,9,14,0,26,10,0,0,11,24,3,0,22,9,0,0,9,15,0,0,15,0,0,0,0,25,0,10,38,88,20,13,123,19,27,0,47,18,17,0,32,55,10,0,59,16,0,0,16,22,0,0,27,3,0,0,6,62,0,24,87,192,50,26,268
ILOC40200106,5,3,0,9,3,0,0,3,13,0,0,13,3,0,0,3,8,0,0,8,0,0,0,0,0,0,0,3,29,3,0,37,3,0,0,5,9,0,0,9,3,0,0,7,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,21,3,0,27,11,5,0,13,13,0,0,9,14,0,0,17,4,0,0,4,16,0,0,16,0,0,0,0,0,0,3,3,54,10,5,61
ILOC40200107,5,4,0,13,8,3,0,9,18,4,0,17,10,3,0,12,7,0,0,7,3,0,0,3,20,0,6,28,73,11,6,92,15,10,0,20,16,3,0,19,9,0,0,9,3,0,0,3,5,0,0,5,5,0,0,5,22,0,14,39,81,8,14,103,24,9,0,33,26,6,0,30,24,4,0,27,9,4,0,12,7,0,0,7,12,0,0,12,49,0,18,64,148,21,18,192
ILOC40200108,10,4,0,17,11,3,0,13,10,0,0,10,0,0,0,3,3,0,0,3,0,0,0,0,5,0,0,6,52,11,0,59,17,14,0,27,11,0,0,11,12,0,0,15,0,0,0,0,4,0,0,4,0,0,0,0,12,0,3,16,60,17,3,78,30,20,0,48,24,3,0,26,24,0,0,31,3,0,0,4,8,0,0,8,0,0,0,0,22,3,0,27,110,22,0,136
ILOC40200109,14,14,0,26,13,4,0,14,38,0,0,41,29,4,0,27,16,3,0,18,0,0,0,0,15,0,6,22,127,27,6,159,25,19,0,48,26,6,0,30,28,3,0,33,26,0,0,26,18,0,0,18,0,0,0,0,23,0,13,36,150,32,13,196,45,30,0,76,35,10,0,45,72,9,0,74,56,4,0,54,35,3,0,40,3,0,0,3,38,4,19,54,279,51,19,352
ILOC40200110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC40200201,13,236,3,257,10,92,0,106,20,129,7,154,4,41,0,46,5,71,0,75,0,7,0,9,4,33,112,151,68,605,119,796,16,207,3,231,25,68,0,93,25,66,0,88,11,18,0,21,7,25,0,39,12,3,0,9,13,25,101,148,107,411,108,627,28,446,3,485,38,161,0,197,40,192,8,243,15,56,0,70,19,98,0,113,14,11,0,25,24,61,216,298,174,1018,233,1423
ILOC40200202,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,4,14,0,0,11,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,17,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,18,0,0,15,25,0,0,29
ILOC40200301,5,5,0,7,7,3,0,3,6,3,0,4,3,0,0,3,7,0,0,7,4,0,0,3,3,0,9,15,29,12,9,47,6,12,0,16,9,0,0,9,6,0,0,6,4,0,0,4,8,0,0,8,0,0,0,0,3,0,5,13,34,12,5,48,11,14,0,23,11,3,0,16,9,3,0,9,3,0,0,4,12,0,0,12,4,0,0,3,11,0,11,28,60,20,11,96
ILOC40200302,0,3,0,3,0,0,0,0,10,0,0,12,3,0,0,3,6,0,0,6,0,0,0,0,12,0,0,12,33,6,0,37,0,0,0,3,3,0,0,3,5,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,8,21,0,0,26,3,0,0,4,3,0,0,10,12,0,0,17,7,0,0,7,6,0,0,6,0,0,0,0,19,0,0,19,53,5,0,56
