ILOC_CODE_2016,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
ILOC10700803,82,11749,46,11879,14,980,3,999,80,5025,39,5151,26,1091,15,1124,15,964,3,988,0,229,0,230,9,516,867,1395,230,20561,978,21771,94,12741,51,12884,15,856,9,873,71,5097,35,5200,28,1423,15,1462,22,1156,11,1194,3,346,0,353,7,666,878,1546,236,22287,991,23516,174,24493,100,24768,25,1835,10,1869,150,10127,73,10356,54,2507,24,2590,33,2125,20,2177,3,580,0,583,14,1178,1746,2942,462,42849,1971,45286
ILOC10700804,114,35427,165,35706,23,2027,16,2068,64,7403,58,7525,31,1983,16,2027,16,4065,35,4118,4,1587,14,1608,15,1512,2935,4467,275,54005,3231,57512,176,34789,150,35119,27,1734,5,1762,81,7289,44,7413,24,2034,26,2079,25,4806,39,4878,8,2138,18,2160,15,1529,2957,4496,352,54311,3242,57899,284,70214,321,70824,50,3762,19,3828,146,14688,99,14934,57,4013,35,4106,44,8876,71,8989,10,3725,29,3762,26,3040,5893,8961,623,108320,6470,115418
ILOC10700901,85,23141,134,23365,11,2182,24,2225,85,7274,61,7422,43,2656,30,2730,36,4528,31,4591,0,2864,18,2884,30,1653,2059,3749,294,44301,2363,46956,92,23501,119,23706,21,1907,15,1947,96,6630,54,6777,37,2770,27,2834,35,5845,37,5918,3,4357,24,4386,14,1805,2055,3874,296,46818,2332,49443,176,46646,253,47071,35,4088,46,4169,180,13906,117,14199,79,5422,53,5562,74,10371,68,10506,8,7222,41,7274,47,3457,4114,7622,590,91120,4697,96407
ILOC10700902,53,14615,55,14722,14,1261,6,1283,47,5244,38,5326,24,1339,19,1381,11,2517,18,2546,0,1193,3,1200,10,691,899,1593,160,26860,1041,28058,66,14891,52,15017,19,971,10,999,57,4938,19,5009,21,1480,8,1513,17,3289,35,3338,0,2049,12,2055,3,750,912,1665,179,28371,1043,29603,115,29514,112,29740,28,2235,18,2281,104,10183,59,10341,47,2820,28,2898,25,5801,52,5888,0,3238,12,3259,10,1436,1810,3260,338,55230,2092,57657
ILOC10701001,64,3595,13,3672,15,597,0,612,80,3392,25,3493,23,752,7,784,24,381,3,407,3,28,0,31,0,176,675,859,206,8931,726,9860,78,4512,26,4627,17,492,7,515,75,2867,18,2954,18,565,4,590,7,263,4,277,3,19,0,23,8,165,641,814,213,8881,704,9798,141,8110,43,8299,33,1087,7,1132,156,6254,39,6451,44,1317,8,1375,26,642,7,682,8,49,0,57,12,341,1320,1672,422,17808,1433,19664
ILOC10701002,36,1884,9,1929,21,358,0,374,60,1355,10,1425,22,336,3,366,5,232,0,243,0,21,0,19,6,135,280,421,156,4317,301,4777,53,2151,13,2220,21,304,0,324,57,1517,15,1591,22,415,3,439,14,273,3,285,0,14,0,18,8,187,295,494,186,4866,332,5380,95,4033,24,4149,45,658,0,705,115,2872,22,3017,45,754,5,804,26,503,3,533,3,35,0,35,19,321,575,914,342,9184,636,10159
ILOC10701003,88,3218,21,3330,25,619,0,647,125,3410,17,3549,43,697,5,743,11,420,3,436,0,53,0,51,11,168,427,603,305,8579,478,9355,103,4123,24,4257,33,613,9,656,99,3007,35,3145,44,639,3,687,31,362,3,398,0,38,0,37,10,185,428,623,324,8970,501,9797,190,7347,46,7584,57,1234,9,1301,226,6415,49,6692,89,1336,9,1430,47,780,6,835,0,86,3,85,24,350,856,1230,631,17547,982,19154
ILOC10701101,99,23862,105,24059,12,1701,11,1726,104,6878,56,7040,34,1699,19,1754,22,2406,21,2450,4,964,10,978,18,1081,1787,2880,292,38584,2015,40889,110,23898,84,24102,23,1362,10,1392,114,6802,42,6965,32,1715,21,1774,24,2578,25,2632,3,1142,14,1158,9,1192,1812,3014,327,38692,2005,41024,206,47762,190,48161,36,3062,20,3119,216,13683,104,13998,70,3415,38,3525,48,4984,44,5082,9,2101,26,2138,27,2268,3592,5886,613,77282,4014,81914
ILOC10701201,160,79093,289,79544,13,3068,8,3093,72,10021,69,10167,14,1922,12,1955,4,1233,7,1255,3,471,3,477,8,1730,3250,4986,281,97537,3643,101467,172,83505,325,83997,13,3441,18,3473,66,13053,89,13211,15,2629,20,2665,11,1794,20,1828,0,642,9,657,7,2722,3465,6187,287,107774,3947,112012,334,162592,613,163539,32,6503,25,6564,141,23074,161,23377,31,4548,38,4624,20,3031,29,3081,5,1117,12,1131,14,4451,6713,11177,567,205311,7593,213477
ILOC10701301,91,37040,148,37284,10,1436,15,1463,35,5071,30,5137,10,1172,13,1197,0,1324,7,1335,5,427,0,435,4,1009,1984,2998,161,47481,2199,49843,115,39106,128,39348,7,1404,5,1416,36,6169,45,6247,13,1533,7,1553,4,1853,19,1877,0,636,7,640,3,1361,2088,3449,173,52064,2300,54532,202,76153,279,76636,17,2841,17,2880,72,11238,73,11379,22,2705,19,2748,8,3177,28,3212,5,1061,8,1073,7,2367,4072,6446,331,99541,4494,104372
ILOC10701401,61,21981,66,22114,12,1230,6,1243,50,4471,32,4552,13,1168,7,1193,17,1342,13,1368,3,442,3,444,0,748,1294,2049,153,31382,1426,32957,87,22992,70,23146,9,1016,9,1038,62,5132,28,5220,22,1544,9,1569,9,1841,21,1873,0,673,3,678,10,935,1342,2286,197,34130,1481,35809,149,44972,133,45261,21,2243,16,2281,105,9600,59,9767,34,2708,18,2761,28,3183,31,3233,4,1112,6,1126,9,1690,2637,4338,350,65509,2904,68769
ILOC10701402,52,16561,66,16685,3,819,9,833,21,2840,23,2885,3,616,10,624,0,837,4,843,0,278,4,285,3,445,863,1308,90,22397,975,23457,49,16814,55,16917,7,713,4,725,33,3257,29,3322,5,823,8,838,3,1140,15,1159,0,399,3,400,3,470,880,1348,105,23623,996,24720,100,33379,121,33601,14,1529,14,1559,54,6094,59,6211,9,1439,14,1461,3,1983,19,2002,4,675,7,686,3,913,1740,2657,195,46016,1972,48180
ILOC10701501,57,4042,30,4123,6,470,10,484,46,2141,22,2211,14,471,3,479,3,259,3,272,0,20,0,17,3,181,463,648,136,7584,523,8238,56,4310,36,4398,7,434,9,447,35,2328,29,2393,5,532,4,544,9,260,0,267,0,16,0,15,4,235,493,738,125,8116,568,8811,114,8348,63,8524,14,904,15,935,85,4473,49,4604,17,996,9,1025,14,523,3,539,3,35,3,36,6,419,960,1384,259,15698,1099,17050
ILOC10701502,193,8605,59,8850,80,1692,18,1792,234,8603,71,8902,84,1981,19,2084,66,1324,12,1396,5,132,6,143,29,798,1152,1984,697,23120,1335,25151,252,9619,74,9948,76,1633,11,1721,260,8749,64,9076,88,2260,22,2373,60,1510,14,1589,5,171,7,188,36,1000,1176,2215,779,24956,1371,27109,444,18225,132,18796,159,3329,35,3518,495,17351,133,17981,179,4238,45,4458,120,2832,29,2984,11,305,10,331,65,1798,2331,4192,1476,48074,2707,52261
ILOC10701601,96,15217,52,15365,11,705,3,720,40,1923,9,1977,11,374,3,387,17,419,6,440,3,81,0,88,10,338,1669,2019,187,19065,1743,20999,111,17400,70,17577,9,621,4,637,68,2074,15,2156,20,422,5,446,11,547,9,565,3,124,5,125,17,408,1722,2149,239,21595,1823,23657,202,32615,121,32940,22,1325,6,1357,114,3999,24,4137,34,794,9,835,26,966,15,1005,9,203,3,218,30,752,3391,4165,427,40658,3566,44654
ILOC10701701,135,21497,97,21727,57,2101,28,2186,175,8108,62,8346,96,2037,19,2151,68,2479,26,2569,6,926,4,936,38,1207,3358,4601,580,38348,3598,42522,227,22803,135,23163,49,1798,13,1859,202,7383,74,7654,98,2269,21,2395,48,3121,47,3215,3,1308,12,1332,36,1260,3303,4600,666,39943,3609,44222,361,44299,233,44887,110,3893,43,4049,371,15494,140,16002,198,4301,42,4542,108,5600,69,5784,14,2233,20,2267,78,2464,6664,9207,1243,78290,7205,86736
ILOC10701702,78,16904,82,17056,22,1411,13,1452,65,5811,32,5903,27,1158,11,1194,15,1595,11,1626,3,715,0,719,3,582,1284,1872,214,28184,1431,29828,100,18257,84,18444,31,1157,5,1201,93,5130,39,5262,30,1210,11,1249,17,1942,14,1974,0,1117,5,1126,11,639,1250,1903,289,29447,1412,31157,178,35160,161,35505,55,2575,22,2649,157,10943,70,11165,62,2367,17,2443,35,3542,27,3601,3,1832,5,1844,20,1222,2539,3777,502,57636,2843,60979
ILOC10701801,0,70,0,73,0,10,0,14,0,43,3,41,0,10,0,10,0,3,0,3,0,0,0,0,0,0,12,20,0,142,19,164,0,86,3,85,0,11,0,11,0,36,0,36,0,4,0,4,0,5,0,5,0,0,0,0,0,6,10,20,0,147,15,159,0,160,4,160,0,23,0,24,0,82,3,82,0,10,0,10,0,4,0,4,0,0,0,0,0,9,26,37,5,286,30,325
ILOC10701901,218,22961,77,23251,29,1207,3,1240,84,3322,26,3434,26,668,12,700,29,1319,15,1365,0,462,4,470,19,659,2656,3336,402,30595,2796,33794,233,24971,80,25287,31,983,8,1021,99,2841,20,2962,33,591,7,631,41,1712,12,1765,4,731,6,740,20,708,2538,3261,462,32528,2671,35662,449,47928,155,48534,65,2191,7,2257,188,6155,46,6394,59,1254,17,1329,69,3031,30,3131,3,1197,15,1210,40,1365,5195,6594,868,63121,5462,69459
ILOC10702001,170,48593,193,48955,19,3034,18,3073,84,10171,62,10327,28,1880,17,1920,12,1316,12,1344,3,308,0,309,10,1259,3584,4846,333,66552,3884,70768,193,51422,230,51842,18,2820,18,2857,71,11795,88,11944,27,2318,31,2375,7,1621,15,1648,3,352,0,354,16,1762,3702,5472,336,72080,4083,76500,364,100011,422,100795,38,5849,36,5931,155,21963,151,22273,49,4201,42,4292,25,2933,36,2994,11,657,0,666,22,3016,7280,10317,667,138634,7969,147269
ILOC10702002,71,14615,76,14760,12,1096,4,1116,31,3943,17,3996,12,607,6,630,0,303,9,317,0,42,0,42,3,407,986,1395,129,21014,1110,22246,66,15369,90,15521,9,1135,8,1152,24,4521,37,4580,3,721,7,730,0,355,3,361,0,36,0,41,3,702,1026,1731,107,22837,1162,24112,131,29985,165,30278,15,2234,14,2263,62,8464,51,8576,14,1330,14,1362,0,658,10,672,0,76,0,82,9,1109,2014,3125,239,43847,2271,46361
ILOC10702101,51,17665,60,17775,4,627,0,633,44,1915,15,1967,10,448,0,458,6,469,7,483,3,422,4,431,4,545,1977,2532,132,22084,2061,24281,43,16502,67,16610,19,479,3,502,21,1869,21,1910,16,445,8,468,4,617,9,629,3,429,0,433,9,552,1878,2435,115,20894,1984,22987,95,34162,126,34391,24,1104,3,1131,65,3782,29,3875,25,887,8,924,18,1087,14,1118,8,853,9,867,10,1094,3854,4962,251,42982,4047,47273
ILOC10702102,42,14238,45,14331,6,679,3,688,32,2498,34,2563,10,651,3,665,8,576,3,589,4,246,0,246,6,383,786,1182,110,19269,885,20260,35,15000,66,15100,10,664,6,681,48,2687,22,2764,12,766,10,792,12,700,5,715,0,323,0,322,7,454,793,1250,137,20592,905,21634,79,29242,111,29426,15,1342,16,1371,82,5192,55,5325,23,1414,13,1457,24,1272,14,1302,5,568,3,575,16,842,1581,2432,242,39861,1787,41891
ILOC10702103,38,9345,33,9420,13,617,3,629,44,2572,17,2630,10,587,3,603,7,491,4,503,0,107,0,109,4,281,502,794,123,13997,571,14689,58,9543,32,9628,13,548,9,564,36,2919,14,2973,20,763,7,791,10,663,7,675,0,161,3,164,6,384,526,914,138,14981,597,15715,100,18889,66,19049,25,1162,10,1196,82,5490,34,5604,27,1354,11,1389,17,1153,14,1181,0,267,6,278,9,668,1028,1706,267,28979,1167,30405
ILOC10702104,37,8097,54,8189,12,609,5,626,33,2346,21,2394,8,737,7,758,9,1205,4,1219,0,605,3,610,11,489,985,1487,107,14092,1082,15278,36,7877,51,7963,9,522,0,535,25,2077,15,2115,12,624,9,647,7,1082,6,1098,0,718,7,724,8,453,941,1400,90,13355,1028,14469,73,15974,104,16147,17,1135,5,1159,51,4423,34,4510,15,1367,18,1398,25,2285,12,2324,0,1323,6,1336,18,935,1929,2884,196,27440,2111,29752
ILOC10702201,115,4285,20,4420,33,626,3,655,127,3525,13,3663,40,748,8,802,29,483,0,512,3,49,0,58,167,772,582,1523,516,10483,629,11629,138,5043,20,5209,34,583,3,614,133,3235,20,3385,45,650,5,697,25,409,6,435,0,48,0,54,87,373,578,1038,460,10338,632,11432,256,9331,41,9629,62,1204,9,1277,262,6757,36,7048,85,1393,14,1496,53,893,6,952,3,101,3,110,254,1144,1162,2563,979,20817,1264,23064
ILOC10702202,56,3689,15,3763,22,476,0,501,42,2107,7,2153,15,341,0,347,7,169,0,183,0,30,0,30,8,73,236,315,142,6882,266,7286,71,4279,16,4361,22,395,0,419,48,2073,17,2142,11,371,3,383,7,180,3,189,0,39,0,39,5,93,252,354,166,7434,291,7886,126,7962,33,8123,45,869,0,919,87,4183,23,4289,23,708,3,731,13,352,7,370,0,65,0,65,12,171,488,667,304,14314,552,15170
ILOC10702203,100,4714,23,4838,43,730,0,771,138,3256,23,3418,43,807,4,852,22,488,3,517,9,42,0,48,8,353,660,1023,358,10388,717,11462,149,5276,26,5447,40,666,0,702,132,3309,36,3475,42,911,4,960,36,638,15,688,3,45,0,48,14,455,671,1142,406,11300,755,12466,248,9991,49,10287,77,1390,4,1476,269,6566,53,6894,88,1718,11,1819,56,1128,16,1206,8,88,3,96,21,808,1330,2163,768,21689,1474,23929
ILOC10702204,122,5328,29,5478,41,806,6,856,143,3792,38,3972,59,907,3,971,40,544,0,585,4,59,0,70,16,312,639,957,430,11747,712,12891,189,6060,26,6275,45,696,3,743,157,3808,22,3985,47,909,9,960,37,585,3,629,3,102,0,103,18,341,596,960,495,12502,657,13657,318,11392,51,11757,87,1502,12,1595,295,7606,58,7960,105,1812,8,1931,77,1133,6,1216,11,160,0,168,36,650,1232,1923,930,24248,1368,26545
ILOC10702205,98,3914,37,4044,35,655,0,691,153,2785,20,2952,53,748,8,810,29,629,10,666,0,87,3,89,28,362,703,1094,393,9172,773,10342,143,4203,32,4379,44,560,0,607,150,2668,16,2833,46,774,9,838,27,669,8,705,3,146,0,154,22,448,741,1210,445,9471,819,10729,241,8118,67,8422,83,1213,0,1291,299,5452,35,5790,103,1524,18,1643,61,1293,20,1368,4,230,3,240,50,813,1443,2306,835,18642,1592,21076
ILOC10702206,85,5735,27,5857,26,842,3,875,99,4242,23,4368,31,795,7,834,9,507,0,519,3,80,0,83,3,247,587,841,262,12459,651,13375,105,6663,35,6799,21,697,0,721,97,3688,37,3829,26,715,3,745,5,542,6,557,0,100,0,100,14,226,630,866,261,12636,704,13606,188,12402,64,12657,48,1537,4,1591,197,7937,63,8195,57,1508,14,1576,18,1052,5,1081,3,177,0,181,15,476,1212,1705,528,25098,1357,26977
ILOC10702207,41,2325,10,2369,15,307,3,327,38,1557,25,1618,12,300,0,317,4,174,0,177,3,24,0,27,3,124,165,294,110,4819,203,5124,59,2619,8,2687,13,269,3,290,39,1590,12,1644,15,361,0,370,11,221,4,233,0,16,0,21,57,266,168,498,194,5348,192,5739,94,4946,19,5058,22,579,6,610,78,3152,32,3266,21,662,0,682,15,400,3,416,3,44,0,50,66,391,337,789,307,10164,394,10867
ILOC10702301,35,1412,6,1461,10,102,0,115,45,389,0,434,14,98,5,115,10,50,0,63,0,16,0,16,10,83,205,301,122,2155,220,2500,42,1547,6,1600,17,100,0,121,53,408,4,459,20,100,3,120,31,85,0,117,0,26,0,24,12,134,223,368,166,2398,238,2802,80,2960,11,3059,22,204,3,233,91,793,4,889,39,193,6,239,39,134,0,177,0,43,0,43,22,218,434,665,297,4553,459,5304
ILOC10702302,232,38020,123,38375,23,1711,8,1742,92,4916,24,5035,46,1092,11,1152,23,1192,17,1236,5,286,0,291,248,2320,3835,6411,678,49536,4025,54241,272,40652,158,41079,40,1531,10,1586,127,5394,38,5560,43,1277,12,1329,20,1577,21,1618,7,414,5,421,26,1323,3728,5079,544,52169,3965,56670,509,78671,280,79459,66,3243,22,3329,219,10308,66,10594,95,2371,18,2477,44,2764,41,2846,13,698,9,716,280,3648,7558,11490,1220,101701,7985,110910
ILOC10702401,127,27881,114,28123,11,1729,11,1752,73,5832,43,5947,14,1281,20,1313,12,2094,10,2112,0,558,11,566,12,1223,2563,3796,254,40592,2760,43609,141,28303,105,28553,21,1425,9,1452,76,6019,42,6128,21,1422,15,1455,12,2753,29,2790,0,907,8,922,8,1472,2549,4026,274,42303,2755,45334,264,56185,216,56672,34,3146,21,3199,147,11846,82,12079,41,2700,36,2772,22,4849,34,4904,0,1467,16,1490,22,2695,5111,7825,529,82895,5513,88937
ILOC10702501,187,23525,104,23810,34,2115,19,2167,120,9733,66,9913,20,1684,15,1719,14,923,5,948,3,149,3,154,20,815,1914,2743,392,38942,2123,41452,195,25505,120,25819,33,1704,17,1750,110,10462,64,10637,24,2255,17,2294,16,1243,11,1265,0,167,0,166,16,1171,1933,3124,396,42501,2159,45053,384,49022,220,49631,66,3822,32,3921,227,20193,134,20552,37,3935,37,4014,27,2166,16,2209,8,313,3,320,39,1984,3841,5863,781,81442,4284,86508
ILOC10702502,178,22835,91,23109,22,2130,26,2177,119,9971,48,10139,21,1596,11,1626,11,863,5,880,3,123,3,126,11,656,1139,1800,370,38169,1321,39861,193,24844,105,25137,33,1660,10,1699,102,10211,70,10386,15,2020,14,2053,9,1117,15,1141,0,155,3,160,16,892,1144,2050,371,40894,1365,42626,371,47682,194,48246,58,3789,34,3873,223,20184,119,20522,43,3612,26,3677,25,1982,23,2025,3,280,5,289,21,1542,2289,3854,742,79060,2690,82489
ILOC10702601,194,24850,81,25124,26,1094,10,1137,61,1966,12,2036,40,427,0,464,25,465,5,498,3,179,4,188,21,432,3168,3622,378,29410,3278,33063,182,25232,86,25507,26,758,5,788,88,1584,11,1677,46,387,4,443,27,558,8,591,3,233,0,241,30,449,3030,3508,410,29202,3139,32752,384,50080,167,50627,56,1851,15,1919,150,3548,17,3711,84,817,8,907,56,1025,8,1095,12,410,7,428,50,882,6199,7131,783,58618,6415,65819
ILOC10702602,142,21049,80,21269,26,941,3,971,56,1844,10,1900,28,368,5,397,13,355,4,373,0,136,0,137,13,527,5409,5950,273,25225,5502,31008,85,17056,65,17204,15,649,3,671,22,1334,6,1373,13,255,5,271,11,350,3,371,0,170,3,174,15,496,3271,3782,160,20322,3361,23849,226,38107,143,38479,42,1590,6,1643,78,3179,18,3276,33,624,13,673,19,705,7,740,0,311,3,319,27,1025,8678,9732,435,45546,8869,54851
ILOC10702603,82,23320,132,23532,8,741,8,764,47,1370,13,1434,22,465,3,495,16,386,6,410,0,229,4,232,24,615,3725,4360,197,27128,3892,31228,108,24060,133,24298,13,761,0,775,51,1414,5,1473,24,467,3,497,5,513,3,521,0,295,0,295,10,716,3486,4209,218,28213,3635,32073,187,47379,261,47828,26,1501,11,1536,96,2786,25,2903,47,931,14,991,20,897,9,927,4,517,9,527,34,1328,7207,8570,422,55345,7532,63294
ILOC10702604,39,2993,17,3056,15,158,0,171,25,328,3,351,12,90,0,100,8,108,3,123,0,32,0,38,10,98,532,640,103,3815,562,4478,40,2522,9,2574,5,93,0,102,13,221,4,243,19,56,0,78,10,105,0,115,3,54,0,51,9,111,423,554,103,3166,440,3707,80,5516,33,5628,17,255,0,271,42,547,5,594,25,148,0,175,22,214,3,243,3,82,0,90,19,215,956,1188,204,6976,1003,8187
ILOC10702701,53,12431,43,12527,3,468,0,478,16,1682,13,1704,5,368,3,380,5,791,7,799,0,222,0,221,3,427,985,1414,88,16393,1051,17531,53,12833,48,12936,3,444,4,453,27,1675,20,1721,11,438,5,450,10,1066,15,1085,0,349,4,356,3,507,941,1448,105,17304,1030,18447,112,25264,95,25462,9,918,8,932,37,3359,29,3425,13,809,11,825,14,1855,17,1888,0,567,6,576,6,929,1925,2858,194,33698,2082,35971
ILOC10702702,29,10839,41,10909,6,387,0,392,8,1290,11,1311,0,366,0,367,4,580,4,595,0,275,3,276,0,299,710,1012,47,14038,771,14852,24,11367,32,11427,4,334,5,335,14,1396,3,1414,8,392,3,398,6,934,3,940,0,375,3,380,0,345,743,1092,61,15134,797,15994,57,22209,70,22333,5,716,5,730,24,2683,15,2722,7,757,5,771,11,1514,8,1535,4,649,5,655,0,641,1457,2100,109,29168,1568,30849
ILOC10702703,74,24017,79,24171,10,1078,9,1094,39,3742,27,3812,9,804,8,821,9,1223,5,1237,0,337,0,340,3,508,1899,2416,134,31724,2029,33888,77,25786,74,25942,7,976,9,990,33,4570,24,4624,16,1070,12,1099,11,1664,11,1686,0,467,4,472,0,704,2031,2735,140,35233,2167,37541,150,49807,150,50108,19,2053,17,2088,69,8314,49,8430,17,1881,25,1923,23,2887,16,2919,0,809,8,815,3,1213,3926,5142,280,66958,4194,71429
ILOC10702704,25,12401,43,12462,3,415,0,420,12,1235,3,1247,8,284,3,295,8,455,0,461,0,195,0,197,0,288,1135,1427,50,15273,1196,16519,29,11869,46,11939,3,319,3,325,8,1339,13,1357,0,341,4,347,0,638,4,641,0,282,0,286,0,312,936,1250,35,15103,1007,16143,50,24267,92,24402,3,733,3,742,17,2576,18,2608,4,627,9,637,8,1090,3,1104,3,484,0,482,3,601,2079,2676,90,30376,2199,32659
ILOC10702801,48,32813,94,32961,10,1020,6,1030,12,2598,14,2624,7,500,3,510,0,583,0,580,3,191,9,203,4,506,1929,2433,86,38201,2056,40343,49,35437,110,35597,3,1166,4,1176,18,3512,23,3552,4,773,10,787,0,810,4,816,0,322,3,325,0,652,2020,2681,76,42679,2170,44928,100,68249,202,68554,14,2182,10,2209,29,6112,34,6174,10,1272,8,1293,0,1391,7,1402,3,510,10,527,3,1158,3949,5116,162,80881,4234,85272
ILOC10702802,71,30053,96,30223,3,956,7,960,14,1961,9,1987,0,327,4,336,0,224,3,226,0,72,0,68,3,458,2883,3347,97,34045,3000,37146,80,33888,112,34076,4,1319,8,1328,9,3233,12,3254,4,522,6,525,3,293,4,301,3,100,0,99,4,611,3097,3707,105,39954,3236,43296,151,63945,201,64294,9,2273,14,2294,29,5187,27,5237,4,851,8,860,0,517,11,526,4,164,0,172,8,1071,5983,7054,203,74004,6236,80439
ILOC10702901,117,5794,45,5961,33,1076,7,1121,197,6223,73,6491,33,1289,8,1327,26,675,16,717,5,55,3,63,20,490,841,1344,419,15610,987,17023,201,7443,63,7703,32,970,12,1013,142,5311,56,5515,51,1158,8,1222,25,572,4,596,0,46,0,46,16,561,816,1388,458,16066,955,17479,316,13245,103,13665,68,2047,22,2130,337,11535,131,12005,83,2446,16,2550,48,1243,15,1309,5,104,3,111,27,1053,1655,2737,879,31676,1949,34498
ILOC10703001,532,36691,170,37393,138,4461,30,4629,516,20265,194,20975,158,4767,58,4983,112,3831,49,3994,5,543,4,557,84,2002,3748,5834,1549,72570,4255,78372,651,38524,218,39398,129,3684,41,3859,509,20277,179,20966,184,5442,67,5690,127,4764,77,4969,6,818,7,833,80,2321,3678,6085,1695,75830,4270,81795,1184,75219,388,76790,269,8146,73,8491,1024,40547,376,41945,340,10205,129,10677,240,8593,124,8959,16,1357,16,1389,168,4329,7422,11918,3242,148402,8529,160169
ILOC10703101,76,19461,66,19602,3,793,12,810,24,1789,9,1829,7,332,4,340,3,296,8,311,5,63,4,68,3,434,2788,3226,126,23167,2885,26183,58,21114,91,21263,3,717,7,724,16,1958,19,1995,0,368,3,376,3,395,8,399,0,76,3,78,7,598,2959,3560,85,25223,3086,28393,137,40573,152,40862,11,1507,12,1529,40,3748,35,3825,7,699,6,712,9,693,8,712,5,135,8,142,5,1033,5745,6786,208,48393,5971,54578
ILOC10703102,26,16056,74,16165,4,487,0,492,5,940,3,948,0,208,0,214,0,143,0,146,0,43,0,43,3,289,1829,2120,45,18159,1913,20119,35,18448,74,18559,3,649,13,661,9,1548,14,1565,0,283,3,285,0,197,0,199,0,54,0,54,0,403,2142,2548,50,21575,2243,23872,68,34504,156,34725,9,1133,14,1150,10,2482,16,2511,3,491,4,492,0,343,0,346,0,88,0,88,3,696,3974,4669,95,39733,4159,43988
ILOC19499494,38,2145,22,2199,28,349,0,380,98,1206,18,1323,48,376,9,436,33,243,5,286,7,32,0,41,221,967,1059,2245,475,5318,1115,6910,47,1895,19,1964,18,217,3,237,46,755,7,811,23,243,3,270,14,117,4,130,0,21,0,22,107,322,687,1120,260,3570,728,4549,92,4038,39,4161,49,560,3,614,139,1962,31,2136,70,618,14,701,51,358,6,419,9,55,0,62,324,1295,1754,3369,731,8887,1845,11461
